#g=1.66238255314473 TStar=1 mDSqr=4.1452736295 mQSqr=0.460585958833333 qHatBar=1.82320406220216
0.5 0.001 0.0526445719820598 0.0526443676269348 0.0385737995407272
0.5 0.00110367395430528 0.0526446068900454 0.0526443614502167 0.0385738806387105
0.5 0.00121809619741186 0.0526446487289233 0.0526443540018528 0.0385739779044745
0.5 0.00134438104692178 0.0526446988619534 0.0526443450208092 0.0385740945356662
0.5 0.00148375834614923 0.0526447589176297 0.0526443341927398 0.0385742343564451
0.5 0.00163758544112799 0.0526448308403727 0.0526443211389346 0.03857440193919
0.5 0.00180736039932249 0.0526449169511637 0.0526443054034045 0.0385746027490398
0.5 0.00199473659877503 0.0526450200191466 0.0526442864369214 0.038574843316591
0.5 0.00220153882976751 0.0526451433470985 0.0526442635782821 0.0385751314429868
0.5 0.00242978106580613 0.0526452908723212 0.0526442360312576 0.0385754764444151
0.5 0.00268168607699435 0.0526454672868315 0.0526442028374304 0.0385758894430382
0.5 0.00295970707680178 0.0526456781791554 0.0526441628428992 0.0385763837125733
0.5 0.00326655161303915 0.0526459302029079 0.0526441146589188 0.0385769750899321
0.5 0.00360520793570522 0.0526462312755071 0.052644056613807 0.0385776824636086
0.5 0.00397897409849257 0.0526465908139418 0.052643986695929 0.0385785283548571
0.5 0.00439149007736159 0.0526470200123925 0.0526439024842145 0.0385795396069208
0.5 0.00484677321897408 0.052647532170916 0.0526438010655955 0.0385807482044527
0.5 0.00534925736420607 0.0526481430819666 0.0526436789346015 0.0385821922447635
0.5 0.00590383602774996 0.0526488714869797 0.0526435318738038 0.0385839170914685
0.5 0.0065159100543168 0.0526497396124426 0.0526433548086857 0.0385859767412081
0.5 0.00719144021554537 0.0526507738015873 0.0526431416345092 0.0385884354457491
0.5 0.00793700525984099 0.0526520052546125 0.0526428850064193 0.0385913696333629
0.5 0.00875986598047054 0.0526534708986193 0.0526425760886491 0.038594870189197
0.5 0.00966803592585025 0.052655214404669 0.0526422042507714 0.0385990451592751
0.5 0.0106703594406487 0.0526572873795887 0.0526417567041847 0.0386040229633819
0.5 0.0117765977977194 0.0526597507559546 0.0526412180620451 0.0386099562047663
0.5 0.0129975242596719 0.0526626764167597 0.0526405698116602 0.0386170261781806
0.5 0.0143450289958509 0.052666149087269 0.05263978967554 0.0386254483249356
0.5 0.0158322348764747 0.0526702685424048 0.0526388508437124 0.0386354789550451
0.5 0.0174736252716089 0.052675152168791 0.0526377210439015 0.0386474224903606
0.5 0.0192851850995653 0.0526809380538215 0.0526363614099768 0.0386616393334778
0.5 0.0212845564983466 0.0526877881544658 0.0526347251556162 0.0386785610180803
0.5 0.0234912106361644 0.0526958930349048 0.0526327558540707 0.0386986919392812
0.5 0.0259266373342338 0.052705475222278 0.0526303855887044 0.0387226348360353
0.5 0.0286145543485128 0.0527167956798915 0.0526275324160296 0.0387511328762825
0.5 0.0315811383485066 0.0527301611104613 0.0526240973050559 0.0387849733799285
0.5 0.0348552798425585 0.0527459266650805 0.0526199610651064 0.0388252371551112
0.5 0.0384688645322537 0.0527644989435105 0.0526149798763497 0.0388730720085308
0.5 0.0424570838359467 0.052786374780841 0.0526089803279083 0.038929811838303
0.5 0.0468587776054902 0.0528120990533169 0.0526019923377392 0.0389971959909313
0.5 0.0517168123737632 0.0528420692481936 0.0525928053196374 0.0390773306029674
0.5 0.0570784988166157 0.0528774815659428 0.0525823125208522 0.0391722254228404
0.5 0.0629960524947436 0.0529189983559291 0.0525696555435191 0.0392847080850438
0.5 0.0695271023624969 0.0529675093879559 0.0525543920726284 0.0394179535052938
0.5 0.0767352519958052 0.0530240574088035 0.0525359811619362 0.0395756779333355
0.5 0.0846906990048226 0.0530898907637022 0.0525137571843242 0.0397623365582851
0.5 0.093470918663531 0.053166321996713 0.0524869201637587 0.0399827246725255
0.5 0.103161418413927 0.0532547973505722 0.0524544960296767 0.040242739859294
0.5 0.11385657059264 0.0533571312691162 0.0524152698961868 0.0405493497692213
0.5 0.125660531489618 0.0534742275383934 0.052367851704632 0.0409092442251565
0.5 0.13868825568925 0.0536084569435153 0.0523106967705854 0.0413310000884035
0.5 0.153066615572257 0.0537616588075781 0.0522411700041511 0.0418237599503863
0.5 0.16893563688076 0.0539342996860299 0.0521568677809234 0.0423960486536234
0.5 0.186449862379269 0.0541276270299084 0.0520545355256934 0.0430567921012272
0.5 0.205779856891804 0.0543427058795765 0.0519297722324465 0.0438135965738968
0.5 0.227113868372152 0.0545787175923373 0.0517786379890623 0.0446697237902627
0.5 0.250659661183863 0.0548335147303716 0.0515948413337934 0.0456236781405947
0.5 0.276646539443617 0.05510364296589 0.0513704098320388 0.0466655196020215
0.5 0.305327580132609 0.0553824163626692 0.051096920912699 0.0477707690297713
0.5 0.336982097723419 0.0556589930894065 0.0507624910755518 0.0488978166852949
0.5 0.371918364324496 0.0559186189278647 0.0503537641294311 0.0499803468263431
0.5 0.410476611832769 0.0561407415746439 0.0498531754619609 0.0509247132203833
0.5 0.453032345331307 0.0562990392677593 0.0492403570300394 0.0516059344026985
0.5 0.5 0.0563601710357549 0.0484901738473197 0.0518705199925588
0.5 0.5 0.0563601710357549 0.0484901738473258 0.0518705199925588
0.5 0.546967654668693 0.0562990392677593 0.0476627537396431 0.0516059344026985
0.5 0.589523388167231 0.0561407415746439 0.0468482516035418 0.0509247132203833
0.5 0.628081635675504 0.0559186189278647 0.0460599793947082 0.0499803468263431
0.5 0.663017902276581 0.0556589930894065 0.0453074023348019 0.0488978166852949
0.5 0.694672419867391 0.0553824163626692 0.044597723309292 0.0477707690297713
0.5 0.723353460556383 0.05510364296589 0.0439356997666162 0.0466655196020215
0.5 0.749340338816137 0.0548335147303716 0.0433241127033858 0.0456236781405947
0.5 0.772886131627847 0.0545787175923373 0.0427646587499253 0.0446697237902627
0.5 0.794220143108196 0.0543427058795765 0.042255643530698 0.0438135965738968
0.5 0.813550137620731 0.0541276270299084 0.0417968427438526 0.0430567921012272
0.5 0.83106436311924 0.0539342996860299 0.0413853873855647 0.0423960486536234
0.5 0.846933384427743 0.0537616588075781 0.0410189357863239 0.0418237599503863
0.5 0.86131174431075 0.0536084569435153 0.0406938651108132 0.0413310000884035
0.5 0.874339468510382 0.0534742275383934 0.0404070779214263 0.0409092442251565
0.5 0.88614342940736 0.0533571312691162 0.0401550851745788 0.0405493497692213
0.5 0.896838581586073 0.0532547973505722 0.039934473813461 0.040242739859294
0.5 0.906529081336469 0.053166321996713 0.0397422692511192 0.0399827246725255
0.5 0.915309300995177 0.0530898907637022 0.0395752353352513 0.0397623365582851
0.5 0.923264748004195 0.0530240574088035 0.0394304831636222 0.0395756779333355
0.5 0.930472897637503 0.0529675093879559 0.0393054289154212 0.0394179535052938
0.5 0.937003947505256 0.0529189983559291 0.0391976430886313 0.0392847080850438
0.5 0.942921501183384 0.0528774815659428 0.0391049556050428 0.0391722254228404
0.5 0.948283187626237 0.0528420692481936 0.0390254252411045 0.0390773306029674
0.5 0.95314122239451 0.0528120990533169 0.0389573283241391 0.0389971959909313
0.5 0.957542916164053 0.052786374780841 0.0388989863929205 0.038929811838303
0.5 0.961531135467746 0.0527644989435105 0.0388492995121118 0.0388730720085308
0.5 0.965144720157442 0.0527459266650805 0.0388069451934064 0.0388252371551112
0.5 0.968418861651493 0.0527301611104613 0.0387709287432892 0.0387849733799285
0.5 0.971385445651487 0.0527167956798915 0.0387402984081164 0.0387511328762825
0.5 0.974073362665766 0.052705475222278 0.0387143046639905 0.0387226348360353
0.5 0.976508789363836 0.0526958930349048 0.0386922588481292 0.0386986919392812
0.5 0.978715443501653 0.0526877881544658 0.0386735917020548 0.0386785610180803
0.5 0.980714814900435 0.0526809380538215 0.0386577928118676 0.0386616393334778
0.5 0.982526374728391 0.052675152168791 0.0386444328880397 0.0386474224903606
0.5 0.984167765123525 0.0526702685424048 0.0386331464733386 0.0386354789550451
0.5 0.985654971004149 0.052666149087269 0.0386236172864372 0.0386254483249356
0.5 0.987002475740328 0.0526626764167597 0.0386155783620861 0.0386170261781806
0.5 0.988223402202281 0.0526597507559546 0.038608801064513 0.0386099562047663
0.5 0.989329640559351 0.0526572873795887 0.0386030913375018 0.0386040229633819
0.5 0.99033196407415 0.052655214404669 0.0385985272157192 0.0385990451592751
0.5 0.991240134019529 0.0526534708986193 0.0385944823579725 0.038594870189197
0.5 0.992062994740159 0.0526520052546125 0.0385910809821735 0.0385913696333629
0.5 0.992808559784455 0.0526507738015873 0.0385882223611178 0.0385884354457491
0.5 0.993484089945683 0.0526497396124426 0.0385858212045044 0.0385859767412081
0.5 0.99409616397225 0.0526488714869797 0.0385838053608741 0.0385839170914685
0.5 0.994650742635794 0.0526481430819666 0.0385821138454683 0.0385821922447635
0.5 0.995153226781026 0.052647532170916 0.0385806951560021 0.0385807482044527
0.5 0.995608509922638 0.0526470200123925 0.0385795058321567 0.0385795396069208
0.5 0.996021025901507 0.0526465908139418 0.0385785092281235 0.0385785283548571
0.5 0.996394792064295 0.0526462312755071 0.0385776744656158 0.0385776824636086
0.5 0.996733448386961 0.0526459302029079 0.0385769755442604 0.0385769750899321
0.5 0.997040292923198 0.0526456781791554 0.0385763905846243 0.0385763837125733
0.5 0.997318313923006 0.0526454672868315 0.0385759011867078 0.0385758894430382
0.5 0.997570218934194 0.0526452908723212 0.0385754918852205 0.0385754764444151
0.5 0.997798461170233 0.0526451433470985 0.0385751496890323 0.0385751314429868
0.5 0.998005263401225 0.0526450200191466 0.0385748636907918 0.038574843316591
0.5 0.998192639600678 0.0526449169511637 0.0385746247375725 0.0385746027490398
0.5 0.998362414558872 0.0526448308403727 0.0385744251521096 0.03857440193919
0.5 0.998516241653851 0.0526447589176297 0.0385742584980543 0.0385742343564451
0.5 0.998655618953078 0.0526446988619534 0.0385741193816909 0.0385740945356662
0.5 0.998781903802588 0.0526446487289233 0.0385740032848644 0.0385739779044745
0.5 0.998896326045695 0.0526446068900454 0.038573879407519 0.0385738806387105
0.5 0.999 0.0526445719820598 0.0385737986104705 0.0385737995407272

0.525829819473896 0.001 0.0526445717943672 0.0526443674392474 0.0385737993125954
0.525829819473896 0.00110367395430528 0.0526446066614379 0.0526443612216165 0.038573880360747
0.525829819473896 0.00121809619741186 0.0526446484504349 0.0526443537233752 0.038573977565785
0.525829819473896 0.00134438104692178 0.0526446985227511 0.0526443446816225 0.0385740941229698
0.525829819473896 0.00148375834614923 0.0526447585044207 0.0526443337795535 0.0385742338535517
0.525829819473896 0.00163758544112799 0.0526448303370704 0.0526443206356658 0.0385744013263611
0.525829819473896 0.00180736039932249 0.0526449163380558 0.0526443047903457 0.0385746020022087
0.525829819473896 0.00199473659877503 0.0526450192723504 0.0526442856901962 0.0385748424064088
0.525829819473896 0.00220153882976751 0.0526451424373785 0.0526442626686653 0.0385751303336183
0.525829819473896 0.00242978106580613 0.0526452897642196 0.0526442349233068 0.0385754750922846
0.525829819473896 0.00268168607699435 0.0526454659369837 0.0526442014878027 0.0385758877947897
0.525829819473896 0.00295970707680178 0.0526456765349241 0.052644161198988 0.0385763817033179
0.525829819473896 0.00326655161303915 0.0526459281999614 0.0526441126564382 0.0385769726402407
0.525829819473896 0.00360520793570522 0.0526462288357046 0.0526440541746824 0.0385776794767813
0.525829819473896 0.00397897409849257 0.0526465878418354 0.052643983724809 0.0385785247125351
0.525829819473896 0.00439149007736159 0.0526470163919786 0.0526438988652344 0.038579535164859
0.525829819473896 0.00484677321897408 0.05264752776056 0.0526437966573244 0.0385807427860691
0.525829819473896 0.00534925736420607 0.0526481377094432 0.0526436735651071 0.0385821856346162
0.525829819473896 0.00590383602774996 0.0526488649420823 0.0526435253333069 0.0385839090257081
0.525829819473896 0.0065159100543168 0.0526497316394495 0.05264334684208 0.0385859668975287
0.525829819473896 0.00719144021554537 0.0526507640884519 0.0526431319306453 0.0385884234291497
0.525829819473896 0.00793700525984099 0.052651993421569 0.0526428731868213 0.0385913549606444
0.525829819473896 0.00875986598047054 0.0526534564823178 0.0526425616918411 0.0385948522675631
0.525829819473896 0.00966803592585025 0.0526551968409789 0.0526421867153272 0.0385990232623371
0.525829819473896 0.0106703594406487 0.0526572659802441 0.0526417353457466 0.0386039961986963
0.525829819473896 0.0117765977977194 0.0526597246826525 0.0526411920479555 0.0386099234765084
0.525829819473896 0.0129975242596719 0.0526626446466625 0.0526405381272204 0.0386169861373653
0.525829819473896 0.0143450289958509 0.0526661103740077 0.05263975108612 0.0386253993108817
0.525829819473896 0.0158322348764747 0.0526702213649692 0.0526388038452292 0.0386354189180245
0.525829819473896 0.0174736252716089 0.0526750946728228 0.0526376638063666 0.0386473488988594
0.525829819473896 0.0192851850995653 0.0526808679756094 0.0526362917047861 0.0386615490524767
0.525829819473896 0.0212845564983466 0.0526877027325102 0.0526346402717264 0.0386784501597409
0.525829819473896 0.0234912106361644 0.0526957888964604 0.0526326524913203 0.0386985556681538
0.525829819473896 0.0259266373342338 0.0527053482499461 0.0526302597337824 0.0387224671252603
0.525829819473896 0.0286145543485128 0.0527166408421686 0.0526273791866631 0.0387509261859152
0.525829819473896 0.0315811383485066 0.0527299722579489 0.052623910765686 0.0387847182564078
0.525829819473896 0.0348552798425585 0.0527456962784542 0.0526197340018568 0.0388249216872991
0.525829819473896 0.0384688645322537 0.0527642178241585 0.0526147035258423 0.0388726811389936
0.525829819473896 0.0424570838359467 0.0527860316677036 0.0526086440504481 0.0389293264417746
0.525829819473896 0.0468587776054902 0.0528116801554517 0.0526015832245473 0.0389965916541165
