# Parameter : G->QQ gs = 1.66238 P = 300 T = 1 z = 0.25 mDSqr= 4.14527 Qs^2 = 10.288 q0= 0.777193 q3= 1.88165 muSqr= 0.444905
 t Sum LODeriv NLODeriv NLODeriv2 LOSpect NLOSpect NLOSpect2 
0.153778 0.0105259 0.00697941 0.00161829 0.00354646 0.0592038 0.0323954 0.0653979
0.154667 0.0106561 0.00697867 0.00162732 0.0036774 0.0599017 0.0325572 0.0657526
0.155556 0.0105136 0.00697754 0.0016363 0.00353606 0.0605995 0.0327199 0.0661203
0.156444 0.0105284 0.00697602 0.00164522 0.00355234 0.0612972 0.0328836 0.0664739
0.157333 0.0103966 0.00697414 0.00165409 0.00342246 0.0619947 0.0330481 0.0668292
0.158222 0.0105893 0.00697191 0.00166289 0.00361737 0.062692 0.0332135 0.0671714
0.159111 0.0104191 0.00696935 0.00167162 0.00344971 0.0633891 0.0333798 0.0675332
0.16 0.0103596 0.00696648 0.00168027 0.00339312 0.0640859 0.033547 0.0678781
0.160889 0.0102685 0.0069633 0.00168885 0.00330517 0.0647824 0.033715 0.0682174
0.161778 0.0104509 0.00695984 0.00169735 0.00349105 0.0654785 0.0338839 0.068548
0.162667 0.0102909 0.00695611 0.00170576 0.00333475 0.0661743 0.0340536 0.0688971
0.163556 0.0104406 0.00695212 0.00171409 0.00348848 0.0668698 0.0342242 0.0692305
0.164444 0.0102015 0.00694789 0.00172232 0.00325362 0.0675648 0.0343956 0.0695794
0.165333 0.010292 0.00694343 0.00173047 0.00334854 0.0682593 0.0345678 0.0699047
0.166222 0.0102356 0.00693875 0.00173852 0.00329685 0.0689534 0.0347409 0.0702396
0.167111 0.0102775 0.00693387 0.00174647 0.00334361 0.0696471 0.0349147 0.0705693
0.168 0.0101685 0.0069288 0.00175433 0.00323972 0.0703402 0.0350894 0.0709036
0.168889 0.0101661 0.00692354 0.00176208 0.00324254 0.0710328 0.0352648 0.0712276
0.169778 0.0101303 0.00691812 0.00176974 0.00321218 0.0717249 0.035441 0.0715519
0.170667 0.0101994 0.00691255 0.00177729 0.00328686 0.0724164 0.035618 0.0718731
0.171556 0.0101638 0.00690682 0.00178474 0.00325699 0.0731074 0.0357957 0.0722018
0.172444 0.010193 0.00690096 0.00179209 0.00329208 0.0737978 0.0359742 0.0725275
0.173333 0.0100007 0.00689497 0.00179934 0.00310577 0.0744876 0.0361534 0.0728567
0.174222 0.0101028 0.00688887 0.00180647 0.00321392 0.0751768 0.0363333 0.0731673
0.175111 0.0100419 0.00688265 0.00181351 0.00315922 0.0758654 0.036514 0.0734887
0.176 0.0100473 0.00687634 0.00182044 0.00317092 0.0765533 0.0366953 0.0738046
0.176889 0.010101 0.00686994 0.00182726 0.00323108 0.0772406 0.0368774 0.0741217
0.177778 0.00998337 0.00686346 0.00183398 0.00311991 0.0779273 0.0370601 0.0744448
0.178667 0.00999311 0.0068569 0.00184059 0.00313621 0.0786133 0.0372435 0.0747568
0.179556 0.00994445 0.00685028 0.0018471 0.00309418 0.0792987 0.0374276 0.0750704
0.180444 0.0100434 0.00684359 0.0018535 0.00319981 0.0799834 0.0376123 0.0753798
0.181333 0.00991329 0.00683686 0.00185979 0.00307643 0.0806674 0.0377976 0.0756998
0.182222 0.00989202 0.00683008 0.00186598 0.00306194 0.0813508 0.0379836 0.0760074
0.183111 0.00996775 0.00682327 0.00187207 0.00314449 0.0820334 0.0381702 0.0763136
0.184 0.00998579 0.00681642 0.00187805 0.00316937 0.0827154 0.0383574 0.0766281
0.184889 0.00987063 0.00680955 0.00188392 0.00306108 0.0833967 0.0385452 0.076945
0.185778 0.00998053 0.00680265 0.00188969 0.00317787 0.0840773 0.0387336 0.0772511
0.186667 0.00982018 0.00679575 0.00189536 0.00302443 0.0847572 0.0389226 0.0775689
0.187556 0.00993598 0.00678883 0.00190093 0.00314715 0.0854365 0.0391121 0.0778713
0.188444 0.00994707 0.00678192 0.00190639 0.00316515 0.086115 0.0393022 0.0781861
0.189333 0.00971854 0.006775 0.00191175 0.00294354 0.0867928 0.0394928 0.0785026
0.190222 0.00989882 0.00676809 0.00191702 0.00313073 0.08747 0.039684 0.0787969
0.191111 0.00988714 0.00676119 0.00192218 0.00312595 0.0881465 0.0398757 0.07911
0.192 0.0098339 0.00675431 0.00192724 0.00307959 0.0888222 0.0400679 0.0794226
0.192889 0.00985542 0.00674744 0.0019322 0.00310798 0.0894973 0.0402607 0.0797306
0.193778 0.00980392 0.0067406 0.00193706 0.00306331 0.0901717 0.0404539 0.0800414
0.194667 0.00978294 0.00673379 0.00194183 0.00304914 0.0908454 0.0406476 0.0803477
0.195556 0.00988858 0.00672701 0.0019465 0.00316157 0.0915185 0.0408418 0.0806526
0.196444 0.00983817 0.00672026 0.00195107 0.00311791 0.0921909 0.0410364 0.0809688
0.197333 0.00976603 0.00671355 0.00195555 0.00305247 0.0928625 0.0412315 0.0812806
0.198222 0.00978004 0.00670688 0.00195993 0.00307315 0.0935336 0.0414271 0.0815858
0.199111 0.00971657 0.00670026 0.00196422 0.00301631 0.0942039 0.0416231 0.0818931
0.2 0.00974451 0.00669368 0.00196842 0.00305083 0.0948736 0.0418195 0.0821947
0.200889 0.00979391 0.00668715 0.00197252 0.00310676 0.0955427 0.0420163 0.0824998
0.201778 0.00975133 0.00668067 0.00197653 0.00307066 0.096211 0.0422136 0.0828105
0.202667 0.00980633 0.00667425 0.00198045 0.00313208 0.0968788 0.0424112 0.0831176
0.203556 0.00976176 0.00666788 0.00198429 0.00309388 0.0975459 0.0426093 0.0834308
0.204444 0.00965774 0.00666157 0.00198803 0.00299616 0.0982124 0.0428077 0.0837402
0.205333 0.00982602 0.00665532 0.00199168 0.0031707 0.0988782 0.0430065 0.0840398
0.206222 0.00972736 0.00664914 0.00199525 0.00307822 0.0995434 0.0432057 0.0843569
0.207111 0.0097279 0.00664302 0.00199873 0.00308488 0.100208 0.0434052 0.0846647
0.208 0.00983439 0.00663696 0.00200213 0.00319743 0.100872 0.0436051 0.0849732
0.208889 0.00970603 0.00663097 0.00200543 0.00307506 0.101535 0.0438053 0.0852929
0.209778 0.00970556 0.00662505 0.00200866 0.0030805 0.102198 0.0440058 0.0856004
0.210667 0.00978683 0.0066192 0.0020118 0.00316763 0.10286 0.0442067 0.0859085
0.211556 0.00960631 0.00661342 0.00201486 0.00299289 0.103522 0.0444079 0.0862252
0.212444 0.00990547 0.00660772 0.00201784 0.00329775 0.104183 0.0446094 0.0865245
0.213333 0.00963098 0.00660209 0.00202074 0.00302889 0.104844 0.0448112 0.0868543
0.214222 0.0097637 0.00659653 0.00202356 0.00316717 0.105504 0.0450132 0.0871572
0.215111 0.00973772 0.00659105 0.0020263 0.00314667 0.106163 0.0452156 0.0874739
0.216 0.00968073 0.00658564 0.00202896 0.00309509 0.106822 0.0454182 0.0877886
0.216889 0.00978012 0.00658031 0.00203155 0.00319981 0.10748 0.0456211 0.0880981
0.217778 0.00967775 0.00657506 0.00203405 0.0031027 0.108138 0.0458243 0.0884181
0.218667 0.00972144 0.00656988 0.00203649 0.00315155 0.108795 0.0460277 0.0887283
0.219556 0.00969284 0.00656479 0.00203885 0.00312805 0.109452 0.0462313 0.0890435
0.220444 0.00980728 0.00655977 0.00204113 0.00324751 0.110108 0.0464352 0.0893563
0.221333 0.00974643 0.00655483 0.00204335 0.0031916 0.110764 0.0466393 0.089681
0.222222 0.00962612 0.00654998 0.00204549 0.00307614 0.111419 0.0468436 0.0900002
0.223111 0.00977392 0.0065452 0.00204756 0.00322872 0.112074 0.0470482 0.0903078
0.224 0.00972399 0.0065405 0.00204956 0.00318349 0.112728 0.047253 0.0906307
0.224889 0.00964228 0.00653588 0.00205149 0.0031064 0.113382 0.0474579 0.090949
0.225778 0.00983515 0.00653134 0.00205335 0.0033038 0.114035 0.0476631 0.0912597
0.226667 0.00966195 0.00652689 0.00205515 0.00313506 0.114688 0.0478684 0.09159
0.227556 0.00981624 0.00652251 0.00205688 0.00329373 0.115341 0.0480739 0.0919036
0.228444 0.00967057 0.00651821 0.00205854 0.00315236 0.115993 0.0482796 0.0922329
0.229333 0.00988759 0.00651399 0.00206014 0.0033736 0.116644 0.0484854 0.0925482
0.230222 0.00967933 0.00650985 0.00206168 0.00316947 0.117295 0.0486915 0.0928855
0.231111 0.00965447 0.00650579 0.00206315 0.00314868 0.117946 0.0488976 0.0932025
0.232 0.00978798 0.00650181 0.00206456 0.00328616 0.118597 0.0491039 0.0935173
0.232889 0.00964544 0.00649791 0.00206592 0.00314753 0.119247 0.0493104 0.093846
0.233778 0.00983213 0.00649409 0.00206721 0.00333804 0.119896 0.049517 0.0941607
0.234667 0.00982257 0.00649034 0.00206844 0.00333223 0.120545 0.0497237 0.0944945
0.235556 0.00970072 0.00648668 0.00206962 0.00321404 0.121194 0.0499306 0.0948277
0.236444 0.00976876 0.00648309 0.00207073 0.00328567 0.121843 0.0501375 0.0951491
0.237333 0.00974266 0.00647957 0.00207179 0.00326308 0.122491 0.0503446 0.0954777
0.238222 0.00975782 0.00647614 0.0020728 0.00328169 0.123139 0.0505518 0.095804
0.239111 0.00970266 0.00647277 0.00207375 0.00322989 0.123786 0.0507591 0.0961322
0.24 0.00967429 0.00646949 0.00207465 0.00320481 0.124433 0.0509664 0.0964552
0.240889 0.00981513 0.00646627 0.0020755 0.00334885 0.12508 0.0511739 0.0967757
0.241778 0.00968334 0.00646313 0.0020763 0.00322021 0.125726 0.0513814 0.0971105
0.242667 0.00988272 0.00646007 0.00207704 0.00342265 0.126373 0.0515891 0.0974326
0.243556 0.00981359 0.00645707 0.00207774 0.00335651 0.127019 0.0517968 0.0977748
0.244444 0.00974246 0.00645415 0.00207838 0.00328831 0.127664 0.0520046 0.0981105
0.245333 0.00974303 0.0064513 0.00207898 0.00329173 0.128309 0.0522124 0.0984393
0.246222 0.00987349 0.00644852 0.00207953 0.00342496 0.128954 0.0524203 0.0987685
0.247111 0.00985856 0.00644581 0.00208004 0.00341275 0.129599 0.0526282 0.099111
0.248 0.00986808 0.00644317 0.0020805 0.00342491 0.130243 0.0528362 0.0994523
0.248889 0.00966601 0.00644059 0.00208092 0.00322542 0.130888 0.0530443 0.0997947
0.249778 0.00982406 0.00643808 0.0020813 0.00338597 0.131532 0.0532524 0.100117
0.250667 0.00969158 0.00643564 0.00208163 0.00325594 0.132175 0.0534605 0.100456
0.251556 0.00981677 0.00643327 0.00208192 0.0033835 0.132819 0.0536687 0.100781
0.252444 0.00970138 0.00643096 0.00208217 0.00327042 0.133462 0.0538769 0.10112
