# Parameter : Q->GQ gs = 1.66238 P = 300 T = 1 z = 0.25 mDSqr= 4.14527 Qs^2 = 19.6581 q0= 0.777193 q3= 6.87004 muSqr= 0.444905
 t Sum LODeriv NLODeriv NLODeriv2 LOSpect NLOSpect NLOSpect2 
0.184889 0.0168063 0.0122082 0.00194396 0.00459812 0.205928 0.0381645 0.0927895
0.185778 0.01671 0.0122092 0.00194302 0.0045008 0.207149 0.0383589 0.0932493
0.186667 0.0168242 0.0122101 0.00194216 0.00461409 0.20837 0.0385532 0.0936994
0.187556 0.0167975 0.0122111 0.00194138 0.0045864 0.209591 0.0387474 0.0941608
0.188444 0.0168288 0.012212 0.00194068 0.00461677 0.210812 0.0389416 0.0946194
0.189333 0.016703 0.012213 0.00194005 0.00449002 0.212033 0.0391356 0.0950811
0.190222 0.0167138 0.0122139 0.00193949 0.00449988 0.213254 0.0393296 0.0955301
0.191111 0.0167502 0.0122148 0.001939 0.0045354 0.214476 0.0395236 0.0959801
0.192 0.0168149 0.0122156 0.00193857 0.00459926 0.215697 0.0397175 0.0964336
0.192889 0.0167659 0.0122165 0.00193821 0.00454938 0.216919 0.0399113 0.0968935
0.193778 0.0167595 0.0122173 0.0019379 0.00454221 0.218141 0.0401052 0.0973485
0.194667 0.0168461 0.0122181 0.00193765 0.00462798 0.219362 0.0402989 0.0978027
0.195556 0.0167976 0.0122189 0.00193746 0.00457871 0.220584 0.0404927 0.0982655
0.196444 0.0168379 0.0122197 0.00193731 0.00461827 0.221806 0.0406865 0.0987234
0.197333 0.0166695 0.0122204 0.00193722 0.00444907 0.223028 0.0408802 0.0991852
0.198222 0.0168316 0.0122211 0.00193716 0.00461053 0.22425 0.0410739 0.0996301
0.199111 0.0167241 0.0122218 0.00193716 0.00450225 0.225472 0.0412676 0.100091
0.2 0.0169332 0.0122225 0.00193719 0.00471073 0.226695 0.0414613 0.100541
0.200889 0.0167409 0.0122231 0.00193726 0.00451776 0.227917 0.0416551 0.101012
0.201778 0.0166769 0.0122237 0.00193737 0.00445315 0.229139 0.0418488 0.101464
0.202667 0.0167098 0.0122243 0.00193751 0.00448543 0.230362 0.0420425 0.10191
0.203556 0.0168974 0.0122249 0.00193768 0.00467249 0.231584 0.0422363 0.102358
0.204444 0.0167364 0.0122255 0.00193789 0.00451089 0.232807 0.04243 0.102825
0.205333 0.016674 0.012226 0.00193811 0.00444796 0.234029 0.0426238 0.103276
0.206222 0.0168206 0.0122265 0.00193837 0.00459412 0.235252 0.0428176 0.103721
0.207111 0.0167614 0.012227 0.00193864 0.00453444 0.236474 0.0430115 0.104181
0.208 0.0167819 0.0122275 0.00193894 0.00455446 0.237697 0.0432053 0.104634
0.208889 0.0168009 0.0122279 0.00193926 0.00457296 0.23892 0.0433992 0.10509
0.209778 0.016735 0.0122283 0.00193959 0.00450663 0.240143 0.0435932 0.105547
0.210667 0.0167986 0.0122287 0.00193994 0.00456981 0.241366 0.0437871 0.105997
0.211556 0.0168079 0.0122291 0.0019403 0.00457877 0.242589 0.0439811 0.106454
0.212444 0.0167305 0.0122295 0.00194068 0.00450099 0.243811 0.0441752 0.106912
0.213333 0.0167842 0.0122298 0.00194106 0.0045544 0.245034 0.0443692 0.107362
0.214222 0.016759 0.0122302 0.00194146 0.0045288 0.246257 0.0445633 0.107818
0.215111 0.0167615 0.0122305 0.00194186 0.00453103 0.24748 0.0447575 0.108271
0.216 0.0167442 0.0122308 0.00194227 0.00451348 0.248703 0.0449517 0.108724
0.216889 0.016677 0.012231 0.00194269 0.00444601 0.249927 0.0451459 0.109175
0.217778 0.0166941 0.0122313 0.0019431 0.00446282 0.25115 0.0453402 0.10962
0.218667 0.0168789 0.0122315 0.00194353 0.0046474 0.252373 0.0455345 0.110066
0.219556 0.0168393 0.0122318 0.00194395 0.00460759 0.253596 0.0457288 0.110531
0.220444 0.0167821 0.012232 0.00194438 0.00455009 0.254819 0.0459232 0.110992
0.221333 0.0166945 0.0122322 0.0019448 0.00446237 0.256042 0.0461176 0.111447
0.222222 0.0168132 0.0122323 0.00194522 0.00458084 0.257266 0.0463121 0.111893
0.223111 0.0167357 0.0122325 0.00194565 0.00450317 0.258489 0.0465067 0.112351
0.224 0.016655 0.0122327 0.00194606 0.00442237 0.259712 0.0467012 0.112801
0.224889 0.016725 0.0122328 0.00194648 0.00449223 0.260935 0.0468958 0.113243
0.225778 0.0167464 0.0122329 0.00194689 0.00451349 0.262159 0.0470905 0.113693
0.226667 0.0167439 0.0122331 0.0019473 0.00451086 0.263382 0.0472852 0.114144
0.227556 0.0168475 0.0122332 0.0019477 0.00461435 0.264605 0.0474799 0.114595
0.228444 0.0166771 0.0122333 0.00194809 0.00444386 0.265829 0.0476747 0.115057
0.229333 0.0168386 0.0122333 0.00194848 0.00460522 0.267052 0.0478695 0.115501
0.230222 0.016772 0.0122334 0.00194887 0.00453854 0.268275 0.0480643 0.115961
0.231111 0.0167385 0.0122335 0.00194924 0.00450496 0.269499 0.0482592 0.116415
0.232 0.0166515 0.0122336 0.00194961 0.00441793 0.270722 0.0484541 0.116866
0.232889 0.0167126 0.0122336 0.00194997 0.00447899 0.271945 0.0486491 0.117308
0.233778 0.016786 0.0122337 0.00195032 0.00455235 0.273169 0.0488441 0.117756
0.234667 0.0168164 0.0122337 0.00195066 0.00458275 0.274392 0.0490391 0.118211
0.235556 0.016735 0.0122337 0.00195099 0.00450126 0.275615 0.0492342 0.118669
0.236444 0.0167914 0.0122337 0.00195132 0.00455762 0.276839 0.0494293 0.119119
0.237333 0.0168709 0.0122338 0.00195164 0.00463711 0.278062 0.0496244 0.119575
0.238222 0.0167661 0.0122338 0.00195194 0.00453235 0.279286 0.0498196 0.120039
0.239111 0.0167362 0.0122338 0.00195224 0.00450247 0.280509 0.0500148 0.120492
0.24 0.0166975 0.0122338 0.00195253 0.00446377 0.281732 0.05021 0.120942
0.240889 0.0166516 0.0122338 0.0019528 0.00441786 0.282956 0.0504052 0.121388
0.241778 0.0168922 0.0122338 0.00195307 0.00465843 0.284179 0.0506005 0.12183
0.242667 0.0167931 0.0122338 0.00195333 0.00455939 0.285402 0.0507958 0.122296
0.243556 0.01667 0.0122337 0.00195358 0.00443621 0.286626 0.0509912 0.122752
0.244444 0.0167875 0.0122337 0.00195382 0.00455378 0.287849 0.0511865 0.123196
0.245333 0.0167016 0.0122337 0.00195405 0.00446793 0.289073 0.0513819 0.123651
0.246222 0.0168012 0.0122337 0.00195427 0.0045675 0.290296 0.0515773 0.124098
0.247111 0.0167244 0.0122336 0.00195449 0.00449077 0.291519 0.0517727 0.124555
0.248 0.0167726 0.0122336 0.00195469 0.00453899 0.292743 0.0519682 0.125004
0.248889 0.0166763 0.0122336 0.00195488 0.00444271 0.293966 0.0521637 0.125458
0.249778 0.0167403 0.0122335 0.00195507 0.00450676 0.295189 0.0523591 0.125902
0.250667 0.016733 0.0122335 0.00195524 0.0044995 0.296413 0.0525547 0.126353
0.251556 0.0168304 0.0122335 0.00195541 0.00459689 0.297636 0.0527502 0.126802
0.252444 0.0167717 0.0122334 0.00195557 0.00453823 0.298859 0.0529457 0.127262
0.253333 0.0166808 0.0122334 0.00195572 0.00444746 0.300083 0.0531413 0.127716
0.254222 0.0167588 0.0122333 0.00195586 0.00452545 0.301306 0.0533368 0.128161
0.255111 0.0168369 0.0122333 0.001956 0.00460362 0.302529 0.0535324 0.128613
