1.000000000000000021e-03, 4.985109785489796117e-07, 9.553679627349122338e-04
1.960899211295984938e-03, 1.695807716888473150e-06, 1.534146516854187391e-03
2.921798422591969854e-03, 3.441989381200549612e-06, 2.097808126115398124e-03
3.882697633887954337e-03, 5.722530111093888854e-06, 2.646352790518544974e-03
4.843596845183938820e-03, 8.522904046177172001e-06, 3.179780510063626858e-03
5.804496056479924171e-03, 1.182858532605908145e-05, 3.698091284750644643e-03
6.765395267775908654e-03, 1.562504809034830002e-05, 4.201285114579598329e-03
7.726294479071894004e-03, 1.989776647865350545e-05, 4.689361999550488783e-03
8.687193690367878487e-03, 2.463221463058337717e-05, 5.162321939663314270e-03
9.648092901663862103e-03, 2.981386668574659122e-05, 5.620164934918073056e-03
1.060899211295984745e-02, 3.542819678375185076e-05, 6.062890985314770345e-03
1.156989132425583280e-02, 4.146070044568164634e-05, 6.490764974823147980e-03
1.253079053555181815e-02, 4.789940940591120769e-05, 6.909529930265494169e-03
1.349168974684780350e-02, 5.473725393646616881e-05, 7.321519263375575980e-03
1.445258895814378886e-02, 6.196772334719141478e-05, 7.726732974153389943e-03
1.541348816943977074e-02, 6.958430694793178327e-05, 8.125171062598938662e-03
1.637438738073575609e-02, 7.758049404853222713e-05, 8.516833528712221268e-03
1.733528659203174144e-02, 8.594987833081166014e-05, 8.902091499112713829e-03
1.829618580332772679e-02, 9.468665732796402684e-05, 9.281529496886549435e-03
1.925708501462371214e-02, 1.037852452356812053e-04, 9.655154684744484198e-03
2.021798422591969749e-02, 1.132400565294996075e-04, 1.002296706268652159e-02
2.117888343721568284e-02, 1.230455056849555644e-04, 1.038496663071265813e-02
2.213978264851166819e-02, 1.331960373815702277e-04, 1.074134047955913399e-02
2.310068185980765007e-02, 1.436867780227573505e-04, 1.109319325591333165e-02
2.406158107110363542e-02, 1.545135286084058297e-04, 1.144070611647773732e-02
2.502248028239962077e-02, 1.656721189168560533e-04, 1.178387906125234579e-02
2.598337949369560612e-02, 1.771583787264486263e-04, 1.212271209023715879e-02
2.694427870499159147e-02, 1.889681380604409523e-04, 1.245721108372128093e-02
2.790517791628757682e-02, 2.010973866952991702e-04, 1.278780247534555894e-02
2.886607712758355870e-02, 2.135425493826725700e-04, 1.311474945778074754e-02
2.982697633887954405e-02, 2.263001242126458910e-04, 1.343805203102684843e-02
3.078787555017552940e-02, 2.393666092753036286e-04, 1.375771019508385991e-02
3.174877476147151129e-02, 2.527385026607303323e-04, 1.407372394995178369e-02
3.270967397276750011e-02, 2.664123415394493337e-04, 1.438625467804688363e-02
3.367057318406348199e-02, 2.803849964546360936e-04, 1.469568886157608147e-02
3.463147239535947081e-02, 2.946535067721375726e-04, 1.500204330361046799e-02
3.559237160665545269e-02, 3.092149131707800248e-04, 1.530531800415003453e-02
3.655327081795144151e-02, 3.240662563293904633e-04, 1.560551296319479149e-02
3.751417002924742339e-02, 3.392045804819026852e-04, 1.590265723270513354e-02
3.847506924054340527e-02, 3.546270839333635601e-04, 1.619704383027617545e-02
3.943596845183939409e-02, 3.703311748282475300e-04, 1.648874876054181801e-02
4.039686766313537597e-02, 3.863142763545553029e-04, 1.677777202350204389e-02
4.135776687443136479e-02, 4.025738117002885630e-04, 1.706411361915686348e-02
4.231866608572734667e-02, 4.191072040534744728e-04, 1.734777355766489032e-02
4.327956529702333549e-02, 4.359119279390229651e-04, 1.762891080536496333e-02
4.424046450831931737e-02, 4.529856583254136468e-04, 1.790767931610446131e-02
4.520136371961529925e-02, 4.703261190951694591e-04, 1.818407908988338428e-02
4.616226293091128807e-02, 4.879310341308134517e-04, 1.845811012670173570e-02
4.712316214220726995e-02, 5.057981273148680779e-04, 1.872977242655951557e-02
4.808406135350325877e-02, 5.239251326238386240e-04, 1.899911569127407315e-02
4.904496056479924065e-02, 5.423099164287071595e-04, 1.926632091384093345e-02
5.000585977609522947e-02, 5.609504382532372498e-04, 1.953140464864842538e-02
5.096675898739121136e-02, 5.798446595615136274e-04, 1.979436689569655239e-02
5.192765819868719324e-02, 5.989905418176217841e-04, 2.005520765498530755e-02
5.288855740998318206e-02, 6.183860470540926760e-04, 2.031393375050525793e-02
5.384945662127916394e-02, 6.380291996834279141e-04, 2.057068490263544089e-02
5.481035583257515276e-02, 6.579181419701527140e-04, 2.082551634834695423e-02
5.577125504387113464e-02, 6.780510292698831111e-04, 2.107842808763978407e-02
5.673215425516711652e-02, 6.984260169382357913e-04, 2.132942012051394429e-02
5.769305346646310534e-02, 7.190412603308270071e-04, 2.157849244696942448e-02
5.865395267775908722e-02, 7.398949334566338760e-04, 2.182571079160290639e-02
5.961485188905507604e-02, 7.609853156062284813e-04, 2.207117576551635707e-02
6.057575110035105792e-02, 7.823107229713451537e-04, 2.231488845510611746e-02
6.153665031164704674e-02, 8.038694717833590403e-04, 2.255684886037218062e-02
6.249754952294302862e-02, 8.256598782736455054e-04, 2.279705698131454655e-02
6.345844873423900356e-02, 8.476802617122325759e-04, 2.303553134391084223e-02
6.441934794553499932e-02, 8.699290074459183108e-04, 2.327237789821458638e-02
6.538024715683098120e-02, 8.924045648472915147e-04, 2.350761346245355474e-02
6.634114636812696308e-02, 9.151053859172692114e-04, 2.374123803662774729e-02
6.730204557942295884e-02, 9.380299226567692921e-04, 2.397325162073717097e-02
6.826294479071894072e-02, 9.611766271176686678e-04, 2.420365536691602981e-02
6.922384400201492261e-02, 9.845439796743447360e-04, 2.443252407364904233e-02
7.018474321331090449e-02, 1.008130536045421036e-03, 2.465990262328444232e-02
7.114564242460688637e-02, 1.031934864340117467e-03, 2.488579101582224368e-02
7.210654163590288213e-02, 1.055955532667655124e-03, 2.511018925126245679e-02
7.306744084719886401e-02, 1.080191109137253148e-03, 2.533309732960506086e-02
7.402834005849484589e-02, 1.104640169327450764e-03, 2.555454577008861930e-02
7.498923926979082777e-02, 1.129301350857207092e-03, 2.577460568936277077e-02
7.595013848108680965e-02, 1.154173322072931133e-03, 2.599327999630135846e-02
7.691103769238280541e-02, 1.179254751540823520e-03, 2.621056869090438585e-02
7.787193690367878729e-02, 1.204544307827083152e-03, 2.642647177317184598e-02
7.883283611497476917e-02, 1.230040660366539399e-03, 2.664099619483774328e-02
7.979373532627075105e-02, 1.255742514422485958e-03, 2.685420937217090909e-02
8.075463453756674681e-02, 1.281648623029055679e-03, 2.706612829656313002e-02
8.171553374886272869e-02, 1.307757742539616703e-03, 2.727675296801438526e-02
8.267643296015871057e-02, 1.334068629307539559e-03, 2.748608338652468522e-02
8.363733217145469245e-02, 1.360580039686248117e-03, 2.769411956255044341e-02
8.459823138275067433e-02, 1.387290743558746266e-03, 2.790090303583772635e-02
8.555913059404667009e-02, 1.414199562372966436e-03, 2.810647278210269551e-02
8.652002980534265197e-02, 1.441305329859569277e-03, 2.831082880134534047e-02
8.748092901663863385e-02, 1.468606879749216956e-03, 2.851397109356567164e-02
8.844182822793461574e-02, 1.496103045772570559e-03, 2.871589965876368208e-02
8.940272743923059762e-02, 1.523792664694526141e-03, 2.891662924974542845e-02
9.036362665052659338e-02, 1.551674611890243183e-03, 2.911621209090489368e-02
9.132452586182257526e-02, 1.579747789326805141e-03, 2.931465276479626111e-02
9.228542507311855714e-02, 1.608011099496584268e-03, 2.951195127141955504e-02
9.324632428441453902e-02, 1.636463444891954550e-03, 2.970810761077477199e-02
9.420722349571052090e-02, 1.665103728202521312e-03, 2.990312407942771408e-02
9.516812270700651666e-02, 1.693930872194834326e-03, 3.009704515848439510e-02
9.612902191830249854e-02, 1.722943836740196228e-03, 3.028988795822919189e-02
9.708992112959848042e-02, 1.752141585720866368e-03, 3.048165247866208710e-02
9.805082034089446230e-02, 1.781523083019105180e-03, 3.067233871978310156e-02
9.901171955219045806e-02, 1.811087292517172230e-03, 3.086194668159222138e-02
9.997261876348643994e-02, 1.840833184724909683e-03, 3.105049950575243523e-02
