# gTb, C(b)/(g^2TC_R), Derivative
2.690122129946262763e+00, 6.877258306269312671e-01, 4.059661930028596322e-01
2.697449438202247141e+00, 6.907036930015014731e-01, 4.062898354511178534e-01
2.704776746458231518e+00, 6.936839787272799374e-01, 4.066103828607900983e-01
2.712104054714215895e+00, 6.966666644883549031e-01, 4.069278479741069710e-01
2.719431362970200272e+00, 6.996517270592922388e-01, 4.072422435709739941e-01
2.726758671226184649e+00, 7.026391433055173552e-01, 4.075535824689725528e-01
2.734085979482169027e+00, 7.056288901836968996e-01, 4.078618775233592841e-01
2.741413287738153404e+00, 7.086209447421210061e-01, 4.081671416270663544e-01
2.748740595994137781e+00, 7.116152841210854341e-01, 4.084693877107012927e-01
2.756067904250122158e+00, 7.146118855532723746e-01, 4.087686287425468246e-01
2.763395212506106535e+00, 7.176107263641329226e-01, 4.090648777285613713e-01
2.770722520762090912e+00, 7.206117839722695484e-01, 4.093581477123788837e-01
2.778049829018075290e+00, 7.236150358898165713e-01, 4.096484517753081200e-01
2.785377137274059667e+00, 7.266204597228236306e-01, 4.099358030363342009e-01
2.792704445530044044e+00, 7.296280331716361589e-01, 4.102202146521166659e-01
2.800031753786028421e+00, 7.326377340312782982e-01, 4.105016998169914721e-01
2.807359062042012798e+00, 7.356495401918342614e-01, 4.107802717629689404e-01
2.814686370297997176e+00, 7.386634296388298049e-01, 4.110559437597355315e-01
2.822013678553981553e+00, 7.416793804536145895e-01, 4.113287291146529023e-01
2.829340986809965930e+00, 7.446973708137453185e-01, 4.115986411727582395e-01
2.836668295065950307e+00, 7.477173789933642123e-01, 4.118656933167640921e-01
2.843995603321934684e+00, 7.507393833635847002e-01, 4.121298989670582058e-01
2.851322911577919061e+00, 7.537633623928707838e-01, 4.123912715817040775e-01
2.858650219833903439e+00, 7.567892946474198412e-01, 4.126498246564405115e-01
2.865977528089887816e+00, 7.598171587915439895e-01, 4.129055717246816193e-01
2.873304836345872193e+00, 7.628469335880530000e-01, 4.131585263575170974e-01
2.880632144601856570e+00, 7.658785978986349940e-01, 4.134087021637116721e-01
2.887959452857840947e+00, 7.689121306842389147e-01, 4.136561127897063206e-01
2.895286761113825325e+00, 7.719475110054561107e-01, 4.139007719196164947e-01
2.902614069369809258e+00, 7.749847180229024746e-01, 4.141426932752335643e-01
2.909941377625793635e+00, 7.780237309976003601e-01, 4.143818906160243176e-01
2.917268685881778012e+00, 7.810645292913599436e-01, 4.146183777391307945e-01
2.924595994137762389e+00, 7.841070923671621395e-01, 4.148521684793705089e-01
2.931923302393746766e+00, 7.871513997895385195e-01, 4.150832767092365039e-01
2.939250610649731144e+00, 7.901974312249560040e-01, 4.153117163388972410e-01
2.946577918905715521e+00, 7.932451664421957815e-01, 4.155375013161961562e-01
2.953905227161699898e+00, 7.962945853127373352e-01, 4.157606456266527695e-01
2.961232535417684275e+00, 7.993456678111393598e-01, 4.159811632934615755e-01
2.968559843673668652e+00, 8.023983940154214567e-01, 4.161990683774927646e-01
2.975887151929653029e+00, 8.054527441074474936e-01, 4.164143749772915015e-01
2.983214460185637407e+00, 8.085086983733046351e-01, 4.166270972290791463e-01
2.990541768441621784e+00, 8.115662372036880345e-01, 4.168372493067515339e-01
2.997869076697606161e+00, 8.146253410942814188e-01, 4.170448454218804724e-01
3.005196384953590538e+00, 8.176859906461391159e-01, 4.172498998237132994e-01
3.012523693209574915e+00, 8.207481665660679715e-01, 4.174524267991724380e-01
3.019851001465559293e+00, 8.238118496670084889e-01, 4.176524406728558403e-01
3.027178309721543670e+00, 8.268770208684179668e-01, 4.178499558070369879e-01
3.034505617977528047e+00, 8.299436611966525268e-01, 4.180449866016645588e-01
3.041832926233512424e+00, 8.330117517853468101e-01, 4.182375474943628713e-01
3.049160234489496801e+00, 8.360812738757980034e-01, 4.184276529604314954e-01
3.056487542745481178e+00, 8.391522088173467564e-01, 4.186153175128454751e-01
3.063814851001465556e+00, 8.422245380677596538e-01, 4.188005557022554393e-01
3.071142159257449933e+00, 8.452982431936105767e-01, 4.189833821169872130e-01
3.078469467513434310e+00, 8.483733058706626196e-01, 4.191638113830420398e-01
3.085796775769418687e+00, 8.514497078842492295e-01, 4.193418581640968590e-01
3.093124084025403064e+00, 8.545274311296583436e-01, 4.195175371615034732e-01
3.100451392281387442e+00, 8.576064576125121963e-01, 4.196908631142896029e-01
3.107778700537371819e+00, 8.606867694491495691e-01, 4.198618507991584980e-01
3.115106008793356196e+00, 8.637683488670079290e-01, 4.200305150304882162e-01
3.122433317049340573e+00, 8.668511782050050130e-01, 4.201968706603326775e-01
3.129760625305324950e+00, 8.699352399139221870e-01, 4.203609325784210538e-01
3.137087933561309328e+00, 8.730205165567831438e-01, 4.205227157121583792e-01
3.144415241817293705e+00, 8.761069908092395941e-01, 4.206822350266242738e-01
3.151742550073278082e+00, 8.791946454599469662e-01, 4.208395055245743865e-01
3.159069858329262459e+00, 8.822834634109278928e-01, 4.209945422464396181e-01
3.166397166585246836e+00, 8.853734276779181567e-01, 4.211473602703264540e-01
3.173724474841231213e+00, 8.884645213907087502e-01, 4.212979747120165208e-01
3.181051783097215591e+00, 8.915567277934917101e-01, 4.214464007249669186e-01
3.188379091353199968e+00, 8.946500302452026210e-01, 4.215926535003103326e-01
3.195706399609184345e+00, 8.977444122198650067e-01, 4.217367482668547551e-01
3.203033707865168722e+00, 9.008398573069333892e-01, 4.218787002910834860e-01
3.210361016121153099e+00, 9.039363492116385679e-01, 4.220185248771556319e-01
3.217688324377137477e+00, 9.070338717553293462e-01, 4.221562373669051071e-01
3.225015632633121854e+00, 9.101324088758182551e-01, 4.222918531398418551e-01
3.232342940889106231e+00, 9.132319446277241681e-01, 4.224253876131509600e-01
3.239670249145090608e+00, 9.163324631828168032e-01, 4.225568562416928131e-01
3.246997557401074541e+00, 9.194339488303594488e-01, 4.226862745180032244e-01
3.254324865657058918e+00, 9.225363859774544650e-01, 4.228136579722938659e-01
3.261652173913043296e+00, 9.256397591493853438e-01, 4.229390221724512178e-01
3.268979482169027673e+00, 9.287440529899613217e-01, 4.230623827240375112e-01
3.276306790425012050e+00, 9.318492522618404550e-01, 4.231837552702906735e-01
3.283634098680996427e+00, 9.349553418467766441e-01, 4.233031554921233286e-01
3.290961406936980804e+00, 9.380623067458226938e-01, 4.234205991081240184e-01
3.298288715192965181e+00, 9.411701320795308190e-01, 4.235361018745565920e-01
3.305616023448949559e+00, 9.442788030881520411e-01, 4.236496795853604835e-01
3.312943331704933936e+00, 9.473883051318374715e-01, 4.237613480721502124e-01
3.320270639960918313e+00, 9.504986236908362640e-01, 4.238711232042159383e-01
3.327597948216902690e+00, 9.536097443656854633e-01, 4.239790208885231282e-01
3.334925256472887067e+00, 9.567216528773261341e-01, 4.240850570697130006e-01
3.342252564728871445e+00, 9.598343350671678653e-01, 4.241892477301014153e-01
3.349579872984855822e+00, 9.629477768971440588e-01, 4.242916088896805937e-01
3.356907181240840199e+00, 9.660619644497683289e-01, 4.243921566061175099e-01
3.364234489496824576e+00, 9.691768839281821313e-01, 4.244909069747549446e-01
3.371561797752808953e+00, 9.722925216561690842e-01, 4.245878761286108194e-01
3.378889106008793330e+00, 9.754088640781461983e-01, 4.246830802383786407e-01
3.386216414264777708e+00, 9.785258977591089202e-01, 4.247765355124272224e-01
3.393543722520762085e+00, 9.816436093845157806e-01, 4.248682581968008520e-01
3.400871030776746462e+00, 9.847619857601699334e-01, 4.249582645752192911e-01
3.408198339032730839e+00, 9.878810138120963646e-01, 4.250465709690776639e-01
3.415525647288715216e+00, 9.910006805864217672e-01, 4.251331937374465131e-01
3.422852955544699594e+00, 9.941209732492520823e-01, 4.252181492770540916e-01
3.430180263800683971e+00, 9.972418790865521521e-01, 4.253014540106914709e-01
3.437507572056668348e+00, 1.000363385504003277e+00, 4.253831243220494440e-01
3.444834880312652725e+00, 1.003485480026837351e+00, 4.254631765176181690e-01
3.452162188568637102e+00, 1.006608150299661775e+00, 4.255416268251157041e-01
3.459489496824621479e+00, 1.009731384086285377e+00, 4.256184913934876746e-01
3.466816805080605857e+00, 1.012855169269543110e+00, 4.256937862929079941e-01
3.474144113336590234e+00, 1.015979493851122850e+00, 4.257675275147787541e-01
3.481471421592574611e+00, 1.019104345951389767e+00, 4.258397309717295576e-01
3.488798729848558988e+00, 1.022229713809212459e+00, 4.259104124976185735e-01
3.496126038104543365e+00, 1.025355585781787315e+00, 4.259795878475316488e-01
3.503453346360527743e+00, 1.028481950344466211e+00, 4.260472726977824198e-01
3.510780654616512120e+00, 1.031608796090580649e+00, 4.261134826459132552e-01
3.518107962872496497e+00, 1.034736111731265673e+00, 4.261782332106937021e-01
3.525435271128480874e+00, 1.037863886095289567e+00, 4.262415398321215965e-01
3.532762579384465251e+00, 1.040992108128874438e+00, 4.263034178714232292e-01
3.540089887640449628e+00, 1.044120766895526353e+00, 4.263638826110521252e-01
3.547417195896434006e+00, 1.047249851575856594e+00, 4.264229492546903200e-01
3.554744504152418383e+00, 1.050379351467400912e+00, 4.264806329272480268e-01
3.562071812408402760e+00, 1.053509255984358628e+00, 4.265369486748625261e-01
3.569399120664387137e+00, 1.056639554657258673e+00, 4.265919114649002752e-01
3.576726428920371514e+00, 1.059770237132617199e+00, 4.266455361859548545e-01
3.584053737176355448e+00, 1.062901293172590078e+00, 4.266978376478484103e-01
3.591381045432339825e+00, 1.066032712654611636e+00, 4.267488305816307670e-01
3.598708353688324202e+00, 1.069164485570951229e+00, 4.267985296395797046e-01
3.606035661944308579e+00, 1.072296602028214307e+00, 4.268469493952014027e-01
3.613362970200292956e+00, 1.075429052246811290e+00, 4.268941043432294413e-01
3.620690278456277333e+00, 1.078561826560392234e+00, 4.269400088996259668e-01
3.628017586712261711e+00, 1.081694915415271963e+00, 4.269846774015810809e-01
3.635344894968246088e+00, 1.084828309369859412e+00, 4.270281241075122303e-01
3.642672203224230465e+00, 1.087961999094079424e+00, 4.270703631970656500e-01
3.649999511480214842e+00, 1.091095975368802540e+00, 4.271114087711151419e-01
3.657326819736199219e+00, 1.094230229085270123e+00, 4.271512748517627411e-01
3.664654127992183597e+00, 1.097364751244520154e+00, 4.271899753823382162e-01
3.671981436248167974e+00, 1.100499532956814353e+00, 4.272275242273996798e-01
3.679308744504152351e+00, 1.103634565441064197e+00, 4.272639351727329227e-01
3.686636052760136728e+00, 1.106769840024256046e+00, 4.272992219253518575e-01
3.693963361016121105e+00, 1.109905348140879378e+00, 4.273333981134985748e-01
3.701290669272105482e+00, 1.113041081332351467e+00, 4.273664772866427319e-01
3.708617977528089860e+00, 1.116177031246444962e+00, 4.273984729154824413e-01
3.715945285784074237e+00, 1.119313189636712114e+00, 4.274293983919437157e-01
3.723272594040058614e+00, 1.122449548361913907e+00, 4.274592670291803009e-01
3.730599902296042991e+00, 1.125586099385443850e+00, 4.274880920615741764e-01
3.737927210552027368e+00, 1.128722834774754880e+00, 4.275158866447352768e-01
3.745254518808011746e+00, 1.131859746700786928e+00, 4.275426638555016035e-01
3.752581827063996123e+00, 1.134996827437390721e+00, 4.275684366919390023e-01
3.759909135319980500e+00, 1.138134069360758005e+00, 4.275932180733416077e-01
3.767236443575964877e+00, 1.141271464948842240e+00, 4.276170208402310657e-01
3.774563751831949254e+00, 1.144409006780789939e+00, 4.276398577543575330e-01
3.781891060087933631e+00, 1.147546687536364018e+00, 4.276617414986987331e-01
3.789218368343918009e+00, 1.150684499995371368e+00, 4.276826846774608448e-01
3.796545676599902386e+00, 1.153822437037089088e+00, 4.277026998160777804e-01
3.803872984855886763e+00, 1.156960491639689836e+00, 4.277217993612112412e-01
3.811200293111871140e+00, 1.160098656879667844e+00, 4.277399956807513837e-01
3.818527601367855517e+00, 1.163236925931267374e+00, 4.277573010638162643e-01
3.825854909623839895e+00, 1.166375292065906955e+00, 4.277737277207516731e-01
3.833182217879824272e+00, 1.169513748651606733e+00, 4.277892877831314111e-01
3.840509526135808649e+00, 1.172652289152413596e+00, 4.278039933037575682e-01
3.847836834391793026e+00, 1.175790907127828300e+00, 4.278178562566601340e-01
3.855164142647777403e+00, 1.178929596232231924e+00, 4.278308885370971648e-01
3.862491450903761780e+00, 1.182068350214311447e+00, 4.278431019615543396e-01
3.869818759159746158e+00, 1.185207162916486423e+00, 4.278545082677458478e-01
3.877146067415730535e+00, 1.188346028274334776e+00, 4.278651191146133903e-01
3.884473375671714912e+00, 1.191484940316020591e+00, 4.278749460823270678e-01
3.891800683927699289e+00, 1.194623893161717909e+00, 4.278840006722848810e-01
3.899127992183683666e+00, 1.197762881023038961e+00, 4.278922943071127860e-01
3.906455300439668044e+00, 1.200901898202459517e+00, 4.278998383306646947e-01
3.913782608695652421e+00, 1.204040939092746454e+00, 4.279066440080225298e-01
3.921109916951636798e+00, 1.207179998176380442e+00, 4.279127225254963363e-01
3.928437225207620731e+00, 1.210319070024974852e+00, 4.279180849906240591e-01
3.935764533463605108e+00, 1.213458149298650035e+00, 4.279227424321715989e-01
3.943091841719589485e+00, 1.216597230745394942e+00, 4.279267058001329782e-01
3.950419149975573863e+00, 1.219736309200427637e+00, 4.279299859657299532e-01
3.957746458231558240e+00, 1.222875379585554034e+00, 4.279325937214129016e-01
3.965073766487542617e+00, 1.226014436908526184e+00, 4.279345397808594353e-01
3.972401074743526994e+00, 1.229153476262405231e+00, 4.279358347789756212e-01
3.979728382999511371e+00, 1.232292492824918817e+00, 4.279364892718953706e-01
3.987055691255495748e+00, 1.235431481857819369e+00, 4.279365137369810501e-01
3.994382999511480126e+00, 1.238570438706246835e+00, 4.279359185728220938e-01
4.001710307767464947e+00, 1.241709358798086527e+00, 4.279347140992365572e-01
4.009037616023449324e+00, 1.244848237643328748e+00, 4.279329105572707292e-01
4.016364924279433701e+00, 1.247987070833427747e+00, 4.279305181091983545e-01
4.023692232535418078e+00, 1.251125854040664009e+00, 4.279275468385214665e-01
4.031019540791402456e+00, 1.254264583017500545e+00, 4.279240067499699429e-01
4.038346849047386833e+00, 1.257403253595944292e+00, 4.279199077695020614e-01
4.045674157303371210e+00, 1.260541861686905962e+00, 4.279152597443033890e-01
4.053001465559355587e+00, 1.263680403279551889e+00, 4.279100724427880587e-01
4.060328773815339964e+00, 1.266818874440648779e+00, 4.279043555545982147e-01
4.067656082071324342e+00, 1.269957271313903568e+00, 4.278981186906037348e-01
4.074983390327308719e+00, 1.273095590119302178e+00, 4.278913713829025078e-01
4.082310698583293096e+00, 1.276233827152450484e+00, 4.278841230848204336e-01
4.089638006839277473e+00, 1.279371978783915287e+00, 4.278763831709119780e-01
4.096965315095261850e+00, 1.282510041458560623e+00, 4.278681609369586192e-01
4.104292623351246228e+00, 1.285648011694890291e+00, 4.278594655999705121e-01
4.111619931607230605e+00, 1.288785886084384824e+00, 4.278503062981856009e-01
4.118947239863214982e+00, 1.291923661290839132e+00, 4.278406920910700628e-01
4.126274548119199359e+00, 1.295061334049697255e+00, 4.278306319593175866e-01
4.133601856375183736e+00, 1.298198901167393338e+00, 4.278201348048504271e-01
4.140929164631168113e+00, 1.301336359520687713e+00, 4.278092094508185173e-01
4.148256472887152491e+00, 1.304473706056001436e+00, 4.277978646415997455e-01
4.155583781143136868e+00, 1.307610937788757921e+00, 4.277861090428001223e-01
4.162911089399121245e+00, 1.310748051802715697e+00, 4.277739512412537248e-01
4.170238397655105622e+00, 1.313885045249309824e+00, 4.277613997450225858e-01
4.177565705911089999e+00, 1.317021915346985761e+00, 4.277484629833965823e-01
4.184893014167074377e+00, 1.320158659380538779e+00, 4.277351493068937138e-01
4.192220322423058754e+00, 1.323295274700450497e+00, 4.277214669872600461e-01
4.199547630679043131e+00, 1.326431758722224963e+00, 4.277074242174695451e-01
4.206874938935027508e+00, 1.329568108925728742e+00, 4.276930291117242988e-01
4.214202247191011885e+00, 1.332704322854525003e+00, 4.276782897054541288e-01
4.221529555446996262e+00, 1.335840398115213157e+00, 4.276632139553170897e-01
4.228856863702980640e+00, 1.338976332376763834e+00, 4.276478097391993027e-01
4.236184171958965017e+00, 1.342112123369858301e+00, 4.276320848562147336e-01
4.243511480214949394e+00, 1.345247768886224993e+00, 4.276160470267053593e-01
4.250838788470933771e+00, 1.348383266777976042e+00, 4.275997038922410565e-01
4.258166096726918148e+00, 1.351518614956945141e+00, 4.275830630156202683e-01
4.265493404982902526e+00, 1.354653811394024521e+00, 4.275661318808683387e-01
4.272820713238886903e+00, 1.357788854118503030e+00, 4.275489178932397882e-01
4.280148021494871280e+00, 1.360923741217401561e+00, 4.275314283792165382e-01
4.287475329750855657e+00, 1.364058470834812020e+00, 4.275136705865085762e-01
4.294802638006840034e+00, 1.367193041171233858e+00, 4.274956516840537901e-01
4.302129946262824411e+00, 1.370327450482911491e+00, 4.274773787620182453e-01
4.309457254518808789e+00, 1.373461697081172161e+00, 4.274588588317959625e-01
4.316784562774793166e+00, 1.376595779331761138e+00, 4.274400988260090850e-01
4.324111871030777543e+00, 1.379729695654180910e+00, 4.274211055985076557e-01
4.331439179286761920e+00, 1.382863444521027718e+00, 4.274018859243695068e-01
4.338766487542746297e+00, 1.385997024457328752e+00, 4.273824464999006478e-01
4.346093795798730675e+00, 1.389130434039880457e+00, 4.273627939426352107e-01
4.353421104054715052e+00, 1.392263671896584176e+00, 4.273429347913351717e-01
4.360748412310699429e+00, 1.395396736705782459e+00, 4.273228755059906292e-01
4.368075720566683806e+00, 1.398529627195600256e+00, 4.273026224678194152e-01
4.375403028822668183e+00, 1.401662342143279227e+00, 4.272821819792678721e-01
4.382730337078652560e+00, 1.404794880374515387e+00, 4.272615602640096877e-01
4.390057645334636938e+00, 1.407927240762795407e+00, 4.272407634669470600e-01
4.397384953590621315e+00, 1.411059422228736260e+00, 4.272197976542099762e-01
4.404712261846605692e+00, 1.414191423739421527e+00, 4.271986688131565457e-01
4.412039570102590069e+00, 1.417323244307736596e+00, 4.271773828523728334e-01
4.419366878358574446e+00, 1.420454882991709189e+00, 4.271559456016726375e-01
4.426694186614558824e+00, 1.423586338893843450e+00, 4.271343628120981561e-01
4.434021494870543201e+00, 1.426717611160460253e+00, 4.271126401559194319e-01
4.441348803126526690e+00, 1.429848698981031507e+00, 4.270907832266344628e-01
4.448676111382511067e+00, 1.432979601587520690e+00, 4.270687975389693136e-01
4.456003419638495444e+00, 1.436110318253715601e+00, 4.270466885288779491e-01
4.463330727894479821e+00, 1.439240848294570219e+00, 4.270244615535424004e-01
4.470658036150464198e+00, 1.442371191065539238e+00, 4.270021218913728211e-01
4.477985344406448576e+00, 1.445501345961916151e+00, 4.269796747420072092e-01
4.485312652662432953e+00, 1.448631312418169781e+00, 4.269571252263115735e-01
4.492639960918417330e+00, 1.451761089907281921e+00, 4.269344783863798787e-01
4.499967269174401707e+00, 1.454890677940086086e+00, 4.269117391855342669e-01
4.507294577430386084e+00, 1.458020076064602488e+00, 4.268889125083249469e-01
4.514621885686370462e+00, 1.461149283865375681e+00, 4.268660031605296390e-01
4.521949193942354839e+00, 1.464278300962812862e+00, 4.268430158691545739e-01
4.529276502198339216e+00, 1.467407127012519963e+00, 4.268199552824336607e-01
4.536603810454323593e+00, 1.470535761704641731e+00, 4.267968259698291522e-01
4.543931118710307970e+00, 1.473664204763192709e+00, 4.267736324220310351e-01
4.551258426966292348e+00, 1.476792455945401761e+00, 4.267503790509572514e-01
4.558585735222276725e+00, 1.479920515041045048e+00, 4.267270701897539764e-01
4.565913043478261102e+00, 1.483048381871783450e+00, 4.267037100927951188e-01
4.573240351734245479e+00, 1.486176056290501535e+00, 4.266803029356828758e-01
4.580567659990229856e+00, 1.489303538180642983e+00, 4.266568528152472339e-01
4.587894968246214233e+00, 1.492430827455550446e+00, 4.266333637495461906e-01
4.595222276502198611e+00, 1.495557924057798305e+00, 4.266098396778658652e-01
4.602549584758182988e+00, 1.498684827958535859e+00, 4.265862844607204996e-01
4.609876893014167365e+00, 1.501811539156817643e+00, 4.265627018798519576e-01
4.617204201270151742e+00, 1.504938057678948171e+00, 4.265390956382302257e-01
4.624531509526136119e+00, 1.508064383577812695e+00, 4.265154693600534119e-01
4.631858817782120497e+00, 1.511190516932218175e+00, 4.264918265907477468e-01
4.639186126038104874e+00, 1.514316457846228703e+00, 4.264681707969671387e-01
4.646513434294089251e+00, 1.517442206448504693e+00, 4.264445053665935625e-01
4.653840742550073628e+00, 1.520567762891638086e+00, 4.264208336087372819e-01
4.661168050806058005e+00, 1.523693127351491095e+00, 4.263971587537362939e-01
4.668495359062042382e+00, 1.526818300026531627e+00, 4.263734839531566623e-01
4.675822667318026760e+00, 1.529943281137172484e+00, 4.263498122797923506e-01
4.683149975574011137e+00, 1.533068070925108550e+00, 4.263261467276655559e-01
4.690477283829995514e+00, 1.536192669652651777e+00, 4.263024902120264303e-01
4.697804592085979891e+00, 1.539317077602072148e+00, 4.262788455693529155e-01
4.705131900341964268e+00, 1.542441295074960639e+00, 4.262552155573510193e-01
4.712459208597948646e+00, 1.545565322391626140e+00, 4.262316028549549274e-01
4.719786516853933023e+00, 1.548689159890509037e+00, 4.262080100623266699e-01
4.727113825109917400e+00, 1.551812807927587468e+00, 4.261844397008563434e-01
4.734441133365901777e+00, 1.554936266875790007e+00, 4.261608942131620559e-01
4.741768441621886154e+00, 1.558059537124402150e+00, 4.261373759630898705e-01
4.749095749877870531e+00, 1.561182619078477662e+00, 4.261138872357137508e-01
4.756423058133854909e+00, 1.564305513158249283e+00, 4.260904302373358932e-01
4.763750366389839286e+00, 1.567428219798535860e+00, 4.260670070954863942e-01
4.771077674645823663e+00, 1.570550739448153710e+00, 4.260436198589233059e-01
4.778404982901808040e+00, 1.573673072569326647e+00, 4.260202704976326360e-01
4.785732291157792417e+00, 1.576795219637093126e+00, 4.259969609028286253e-01
4.793059599413776795e+00, 1.579917181138718707e+00, 4.259736928869530814e-01
4.800386907669761172e+00, 1.583038957573104311e+00, 4.259504681836764339e-01
4.807714215925745549e+00, 1.586160549450196688e+00, 4.259272884478966237e-01
4.815041524181729926e+00, 1.589281957290396896e+00, 4.259041552557396582e-01
4.822368832437714303e+00, 1.592403181623975872e+00, 4.258810701045596669e-01
4.829696140693698680e+00, 1.595524222990529983e+00, 4.258580344129389017e-01
4.837023448949683058e+00, 1.598645081938480761e+00, 4.258350495206872366e-01
4.844350757205667435e+00, 1.601765759024573743e+00, 4.258121166888428899e-01
4.851678065461651812e+00, 1.604886254813388202e+00, 4.257892370996718689e-01
4.859005373717636189e+00, 1.608006569876836434e+00, 4.257664118566683031e-01
4.866332681973620566e+00, 1.611126704793672149e+00, 4.257436419845543329e-01
4.873659990229604944e+00, 1.614246660148993318e+00, 4.257209284292799989e-01
4.880987298485589321e+00, 1.617366436533779650e+00, 4.256982720580234081e-01
4.888314606741573698e+00, 1.620486034544469822e+00, 4.256756736591906787e-01
4.895641914997558075e+00, 1.623605454782550250e+00, 4.256531339424159954e-01
4.902969223253542452e+00, 1.626724697854141422e+00, 4.256306535385613321e-01
4.910296531509526829e+00, 1.629843764369589332e+00, 4.256082329997167291e-01
4.917623839765511207e+00, 1.632962654943070469e+00, 4.255858727992003487e-01
4.924951148021495584e+00, 1.636081370192213669e+00, 4.255635733315585867e-01
4.932278456277479961e+00, 1.639199910737745958e+00, 4.255413349125650724e-01
4.939605764533464338e+00, 1.642318277203173915e+00, 4.255191577792222235e-01
4.946933072789448715e+00, 1.645436470214484359e+00, 4.254970420897600247e-01
4.954260381045433093e+00, 1.648554490399837480e+00, 4.254749879236364718e-01
4.961587689301417470e+00, 1.651672338389266637e+00, 4.254529952815380711e-01
4.968914997557401847e+00, 1.654790014814374155e+00, 4.254310640853785630e-01
4.976242305813386224e+00, 1.657907520308027571e+00, 4.254091941807513488e-01
4.983569614069370601e+00, 1.661024855504067421e+00, 4.253873853702995755e-01
4.990896922325354979e+00, 1.664142021037027463e+00, 4.253656374527307604e-01
4.998224230581339356e+00, 1.667259017541868893e+00, 4.253439502271669781e-01
5.005551538837323733e+00, 1.670375845653714553e+00, 4.253223234931445829e-01
5.012878847093308110e+00, 1.673492506007580261e+00, 4.253007570506145418e-01
5.020206155349292487e+00, 1.676608999238110131e+00, 4.252792506999432121e-01
5.027533463605276864e+00, 1.679725325979310346e+00, 4.252578042419106197e-01
5.034860771861261242e+00, 1.682841486864278258e+00, 4.252364174777119032e-01
5.042188080117245619e+00, 1.685957482524941042e+00, 4.252150902089568696e-01
5.049515388373229996e+00, 1.689073313591787695e+00, 4.251938222376698828e-01
5.056842696629214373e+00, 1.692188980693598577e+00, 4.251726133662897533e-01
5.064170004885198750e+00, 1.695304484457183847e+00, 4.251514633976702928e-01
5.071497313141183128e+00, 1.698419825507113678e+00, 4.251303721350797038e-01
5.078824621397167505e+00, 1.701535004465453582e+00, 4.251093393822009125e-01
5.086151929653151882e+00, 1.704650021951495953e+00, 4.250883649431314026e-01
5.093479237909136259e+00, 1.707764878581493395e+00, 4.250674486223834925e-01
5.100806546165120636e+00, 1.710879574968396266e+00, 4.250465902248836692e-01
5.108133854421105013e+00, 1.713994111721623526e+00, 4.250257895559735877e-01
5.115461162677089391e+00, 1.717108489446897313e+00, 4.250050464214094048e-01
5.122788470933072880e+00, 1.720222708746102169e+00, 4.249843606273615571e-01
5.130115779189057257e+00, 1.723336770217140046e+00, 4.249637319804157043e-01
5.137443087445041634e+00, 1.726450674453792189e+00, 4.249431602875716751e-01
5.144770395701026011e+00, 1.729564422045626104e+00, 4.249226453562439110e-01
5.152097703957010388e+00, 1.732678013577959364e+00, 4.249021869942619101e-01
5.159425012212994766e+00, 1.735791449631847616e+00, 4.248817850098696169e-01
5.166752320468979143e+00, 1.738904730784098573e+00, 4.248614392117252558e-01
5.174079628724963520e+00, 1.742017857607292886e+00, 4.248411494089022189e-01
5.181406936980947897e+00, 1.745130830669817668e+00, 4.248209154108881780e-01
5.188734245236932274e+00, 1.748243650535885374e+00, 4.248007370275856953e-01
5.196061553492916651e+00, 1.751356317765563331e+00, 4.247806140693118349e-01
5.203388861748901029e+00, 1.754468832914797494e+00, 4.247605463467980513e-01
5.210716170004885406e+00, 1.757581196535439982e+00, 4.247405336711908008e-01
5.218043478260869783e+00, 1.760693409175273727e+00, 4.247205758540512632e-01
5.225370786516854160e+00, 1.763805471378039114e+00, 4.247006727073547871e-01
5.232698094772838537e+00, 1.766917383683457521e+00, 4.246808240434916670e-01
5.240025403028822915e+00, 1.770029146627260186e+00, 4.246610296752668656e-01
5.247352711284807292e+00, 1.773140760741212185e+00, 4.246412894158998474e-01
5.254680019540791669e+00, 1.776252226553138636e+00, 4.246216030790247453e-01
5.262007327796776046e+00, 1.779363544586950230e+00, 4.246019704786904159e-01
5.269334636052760423e+00, 1.782474715362668771e+00, 4.245823914293602730e-01
5.276661944308744800e+00, 1.785585739396454041e+00, 4.245628657459122324e-01
5.283989252564729178e+00, 1.788696617200627781e+00, 4.245433932436391000e-01
5.291316560820713555e+00, 1.791807349283702333e+00, 4.245239737382481837e-01
5.298643869076697932e+00, 1.794917936150403293e+00, 4.245046070458614040e-01
5.305971177332682309e+00, 1.798028378301697039e+00, 4.244852929830154609e-01
5.313298485588666686e+00, 1.801138676234814939e+00, 4.244660313666614448e-01
5.320625793844651064e+00, 1.804248830443282214e+00, 4.244468220141652814e-01
5.327953102100635441e+00, 1.807358841416941031e+00, 4.244276647433076199e-01
5.335280410356619818e+00, 1.810468709641976481e+00, 4.244085593722833893e-01
5.342607718612604195e+00, 1.813578435600942784e+00, 4.243895057197024645e-01
5.349935026868588572e+00, 1.816688019772789708e+00, 4.243705036045891665e-01
5.357262335124572949e+00, 1.819797462632888330e+00, 4.243515528463827624e-01
5.364589643380557327e+00, 1.822906764653054790e+00, 4.243326532649366878e-01
5.371916951636541704e+00, 1.826015926301578718e+00, 4.243138046805193797e-01
