# gTb, C(b)/(g^2TC_R), Derivative
1.253969711773326834e+00, 1.853262734660838795e-01, 2.689316510604498056e-01
1.261297020029311211e+00, 1.872879428469590435e-01, 2.700599167049714255e-01
1.268624328285295588e+00, 1.892578656841213958e-01, 2.711833171953664245e-01
1.275951636541279965e+00, 1.912360083003956379e-01, 2.723018578894832453e-01
1.283278944797264121e+00, 1.932223370342379398e-01, 2.734155441828458599e-01
1.290606253053248498e+00, 1.952168182401175789e-01, 2.745243815086536032e-01
1.297933561309232875e+00, 1.972194182888990510e-01, 2.756283753377811729e-01
1.305260869565217252e+00, 1.992301035682234600e-01, 2.767275311787786851e-01
1.312588177821201629e+00, 2.012488404828912669e-01, 2.778218545778718407e-01
1.319915486077186006e+00, 2.032755954552432631e-01, 2.789113511189614258e-01
1.327242794333170384e+00, 2.053103349255427368e-01, 2.799960264236240337e-01
1.334570102589154761e+00, 2.073530253523576949e-01, 2.810758861511113982e-01
1.341897410845139138e+00, 2.094036332129421696e-01, 2.821509359983507825e-01
1.349224719101123515e+00, 2.114621250036186062e-01, 2.832211816999448684e-01
1.356552027357107892e+00, 2.135284672401590589e-01, 2.842866290281717001e-01
1.363879335613092270e+00, 2.156026264581681340e-01, 2.853472837929846850e-01
1.371206643869076647e+00, 2.176845692134636301e-01, 2.864031518420128708e-01
1.378533952125061024e+00, 2.197742620824592874e-01, 2.874542390605607234e-01
1.385861260381045401e+00, 2.218716716625463159e-01, 2.885005513716076830e-01
1.393188568637029778e+00, 2.239767645724751732e-01, 2.895420947358091635e-01
1.400515876893014156e+00, 2.260895074527376758e-01, 2.905788751514956081e-01
1.407843185148998533e+00, 2.282098669659488321e-01, 2.916108986546730453e-01
1.415170493404982910e+00, 2.303378097972285377e-01, 2.926381713190229217e-01
1.422497801660967287e+00, 2.324733026545834913e-01, 2.936606992559021023e-01
1.429825109916951664e+00, 2.346163122692892788e-01, 2.946784886143427040e-01
1.437152418172936041e+00, 2.367668053962719843e-01, 2.956915455810527060e-01
1.444479726428920419e+00, 2.389247488144900511e-01, 2.966998763804148953e-01
1.451807034684904574e+00, 2.410901093273164486e-01, 2.977034872744878657e-01
1.459134342940888951e+00, 2.432628537629203669e-01, 2.987023845630057406e-01
1.466461651196873328e+00, 2.454429489746489113e-01, 2.996965745833775063e-01
1.473788959452857705e+00, 2.476303618414091023e-01, 3.006860637106883449e-01
1.481116267708842082e+00, 2.498250592680499593e-01, 3.016708583576982461e-01
1.488443575964826460e+00, 2.520270081857440836e-01, 3.026509649748427289e-01
1.495770884220810837e+00, 2.542361755523695477e-01, 3.036263900502328417e-01
1.503098192476795214e+00, 2.564525283528920063e-01, 3.045971401096551068e-01
1.510425500732779591e+00, 2.586760335997462801e-01, 3.055632217165714093e-01
1.517752808988763968e+00, 2.609066583332184108e-01, 3.065246414721188306e-01
1.525080117244748346e+00, 2.631443696218273565e-01, 3.074814060151102590e-01
1.532407425500732723e+00, 2.653891345627071852e-01, 3.084335220220338902e-01
1.539734733756717100e+00, 2.676409202819884925e-01, 3.093809962070529496e-01
1.547062042012701477e+00, 2.698996939351807067e-01, 3.103238353220065249e-01
1.554389350268685854e+00, 2.721654227075535060e-01, 3.112620461564091778e-01
1.561716658524670232e+00, 2.744380738145192900e-01, 3.121956355374503334e-01
1.569043966780654609e+00, 2.767176145020143752e-01, 3.131246103299955008e-01
1.576371275036638986e+00, 2.790040120468814666e-01, 3.140489774365851083e-01
1.583698583292623363e+00, 2.812972337572509085e-01, 3.149687437974352244e-01
1.591025891548607740e+00, 2.835972469729231560e-01, 3.158839163904373359e-01
1.598353199804592117e+00, 2.859040190657503588e-01, 3.167945022311583481e-01
1.605680508060576495e+00, 2.882175174400182782e-01, 3.177005083728405843e-01
1.613007816316560872e+00, 2.905377095328279258e-01, 3.186019419064015645e-01
1.620335124572545249e+00, 2.928645628144778690e-01, 3.194988099604347265e-01
1.627662432828529404e+00, 2.951980447888455372e-01, 3.203911197012082046e-01
1.634989741084513781e+00, 2.975381229937701377e-01, 3.212788783326662734e-01
1.642317049340498158e+00, 2.998847650014329069e-01, 3.221620930964283480e-01
1.649644357596482536e+00, 3.022379384187406370e-01, 3.230407712717889845e-01
1.656971665852466913e+00, 3.045976108877063160e-01, 3.239149201757186569e-01
1.664298974108451290e+00, 3.069637500858315438e-01, 3.247845471628628133e-01
1.671626282364435667e+00, 3.093363237264885601e-01, 3.256496596255424869e-01
1.678953590620420044e+00, 3.117152995593016063e-01, 3.265102649937543511e-01
1.686280898876404422e+00, 3.141006453705292856e-01, 3.273663707351700536e-01
1.693608207132388799e+00, 3.164923289834461473e-01, 3.282179843551371601e-01
1.700935515388373176e+00, 3.188903182587246032e-01, 3.290651133966782105e-01
1.708262823644357553e+00, 3.212945810948167891e-01, 3.299077654404914406e-01
1.715590131900341930e+00, 3.237050854283364809e-01, 3.307459481049502270e-01
1.722917440156326307e+00, 3.261217992344410677e-01, 3.315796690461038088e-01
1.730244748412310685e+00, 3.285446905272131901e-01, 3.324089359576764546e-01
1.737572056668295062e+00, 3.309737273600428242e-01, 3.332337565710680183e-01
1.744899364924279439e+00, 3.334088778260086983e-01, 3.340541386553536607e-01
1.752226673180263816e+00, 3.358501100582609866e-01, 3.348700900172841277e-01
1.759553981436248193e+00, 3.382973922304023939e-01, 3.356816185012854170e-01
1.766881289692232571e+00, 3.407506925568706269e-01, 3.364887319894590001e-01
1.774208597948216948e+00, 3.432099792933194782e-01, 3.372914384015819333e-01
1.781535906204201325e+00, 3.456752207370018537e-01, 3.380897456951063584e-01
1.788863214460185702e+00, 3.481463852271503567e-01, 3.388836618651601684e-01
1.796190522716169857e+00, 3.506234411453599265e-01, 3.396731949445463417e-01
1.803517830972154234e+00, 3.531063569159700877e-01, 3.404583530037436634e-01
1.810845139228138612e+00, 3.555951010064455353e-01, 3.412391441509060597e-01
1.818172447484122989e+00, 3.580896419277590503e-01, 3.420155765318628194e-01
1.825499755740107366e+00, 3.605899482347732499e-01, 3.427876583301188718e-01
1.832827063996091743e+00, 3.630959885266223375e-01, 3.435553977668545644e-01
1.840154372252076120e+00, 3.656077314470932982e-01, 3.443188031009253858e-01
1.847481680508060498e+00, 3.681251456850090364e-01, 3.450778826288625201e-01
1.854808988764044875e+00, 3.706481999746094047e-01, 3.458326446848725699e-01
1.862136297020029252e+00, 3.731768630959332311e-01, 3.465830976408371678e-01
1.869463605276013629e+00, 3.757111038752001808e-01, 3.473292499063140304e-01
1.876790913531998006e+00, 3.782508911851926725e-01, 3.480711099285355159e-01
1.884118221787982383e+00, 3.807961939456377953e-01, 3.488086861924101778e-01
1.891445530043966761e+00, 3.833469811235893920e-01, 3.495419872205212664e-01
1.898772838299951138e+00, 3.859032217338088655e-01, 3.502710215731281718e-01
1.906100146555935515e+00, 3.884648848391487053e-01, 3.509957978481649254e-01
1.913427454811919892e+00, 3.910319395509330165e-01, 3.517163246812416988e-01
1.920754763067904269e+00, 3.936043550293400473e-01, 3.524326107456436374e-01
1.928082071323888647e+00, 3.961821004837837723e-01, 3.531446647523313609e-01
1.935409379579873024e+00, 3.987651451732959762e-01, 3.538524954499409625e-01
1.942736687835857401e+00, 4.013534584069078370e-01, 3.545561116247840094e-01
1.950063996091841778e+00, 4.039470095440322317e-01, 3.552555221008475983e-01
1.957391304347826155e+00, 4.065457679948451530e-01, 3.559507357397938554e-01
1.964718612603810310e+00, 4.091497032206676265e-01, 3.566417614409608250e-01
1.972045920859794688e+00, 4.117587847343482932e-01, 3.573286081413612481e-01
1.979373229115779065e+00, 4.143729821006441050e-01, 3.580112848156841721e-01
1.986700537371763442e+00, 4.169922649366030742e-01, 3.586898004762934522e-01
1.994027845627747819e+00, 4.196166029119456908e-01, 3.593641641732285286e-01
2.001355153883732196e+00, 4.222459657494471719e-01, 3.600343849942042596e-01
2.008682462139716574e+00, 4.248803232253193229e-01, 3.607004720646109219e-01
2.016009770395700951e+00, 4.275196451695914002e-01, 3.613624345475143218e-01
2.023337078651685328e+00, 4.301639014664939142e-01, 3.620202816436555726e-01
2.030664386907669705e+00, 4.328130620548383822e-01, 3.626740225914509841e-01
2.037991695163654082e+00, 4.354670969284007431e-01, 3.633236666669927839e-01
2.045319003419638459e+00, 4.381259761363025529e-01, 3.639692231840482295e-01
2.052646311675622837e+00, 4.407896697833927346e-01, 3.646107014940599966e-01
2.059973619931607214e+00, 4.434581480306303281e-01, 3.652481109861464570e-01
2.067300928187591591e+00, 4.461313810954648518e-01, 3.658814610871012896e-01
2.074628236443575968e+00, 4.488093392522198299e-01, 3.665107612613934251e-01
2.081955544699560345e+00, 4.514919928324734322e-01, 3.671360210111672684e-01
2.089282852955544723e+00, 4.541793122254408344e-01, 3.677572498762428088e-01
2.096610161211529100e+00, 4.568712678783558023e-01, 3.683744574341152878e-01
2.103937469467513477e+00, 4.595678302968534412e-01, 3.689876532999555869e-01
2.111264777723497854e+00, 4.622689700453511685e-01, 3.695968471266095068e-01
2.118592085979482231e+00, 4.649746577474303533e-01, 3.702020486045989323e-01
2.125919394235466608e+00, 4.676848640862191209e-01, 3.708032674621206670e-01
2.133246702491450986e+00, 4.703995598047736038e-01, 3.714005134650470996e-01
2.140574010747435363e+00, 4.731187157064602467e-01, 3.719937964169260924e-01
2.147901319003419740e+00, 4.758423026553369461e-01, 3.725831261589808152e-01
2.155228627259404117e+00, 4.785702915765358556e-01, 3.731685125701100780e-01
2.162555935515388494e+00, 4.813026534566441916e-01, 3.737499655668876097e-01
2.169883243771372872e+00, 4.840393593440874276e-01, 3.743274951035633347e-01
2.177210552027357249e+00, 4.867803803495096004e-01, 3.749011111720617073e-01
2.184537860283341626e+00, 4.895256876461567819e-01, 3.754708238019833222e-01
2.191865168539326003e+00, 4.922752524702577182e-01, 3.760366430606038035e-01
2.199192476795310380e+00, 4.950290461214060800e-01, 3.765985790528743049e-01
2.206519785051294757e+00, 4.977870399629427123e-01, 3.771566419214215093e-01
2.213847093307279135e+00, 5.005492054223367182e-01, 3.777108418465472406e-01
2.221174401563263068e+00, 5.033155139915683751e-01, 3.782611890462290738e-01
2.228501709819247445e+00, 5.060859372275103851e-01, 3.788076937761196694e-01
2.235829018075231822e+00, 5.088604467523090147e-01, 3.793503663295474393e-01
2.243156326331216199e+00, 5.116390142537677876e-01, 3.798892170375158805e-01
2.250483634587200577e+00, 5.144216114857276256e-01, 3.804242562687040752e-01
2.257810942843184954e+00, 5.172082102684493199e-01, 3.809554944294665790e-01
2.265138251099169331e+00, 5.199987824889961141e-01, 3.814829419638334218e-01
2.272465559355153708e+00, 5.227933001016143999e-01, 3.820066093535096630e-01
2.279792867611138085e+00, 5.255917351281159666e-01, 3.825265071178763909e-01
2.287120175867122462e+00, 5.283940596582609173e-01, 3.830426458139893908e-01
2.294447484123106840e+00, 5.312002458501375868e-01, 3.835550360365806988e-01
2.301774792379091217e+00, 5.340102659305461241e-01, 3.840636884180569366e-01
2.309102100635075594e+00, 5.368240921953794098e-01, 3.845686136285005885e-01
2.316429408891059971e+00, 5.396416970100055277e-01, 3.850698223756696126e-01
2.323756717147044348e+00, 5.424630528096486826e-01, 3.855673254049972187e-01
2.331084025403028726e+00, 5.452881320997728931e-01, 3.860611334995921462e-01
2.338411333659013103e+00, 5.481169074564615773e-01, 3.865512574802384971e-01
2.345738641914997480e+00, 5.509493515268008013e-01, 3.870377082053955697e-01
2.353065950170981857e+00, 5.537854370292609740e-01, 3.875204965711984695e-01
2.360393258426966234e+00, 5.566251367540787642e-01, 3.879996335114574979e-01
2.367720566682950611e+00, 5.594684235636387948e-01, 3.884751299976584304e-01
2.375047874938934989e+00, 5.623152703928551155e-01, 3.889469970389624609e-01
2.382375183194919366e+00, 5.651656502495542300e-01, 3.894152456822062569e-01
2.389702491450903743e+00, 5.680195362148553473e-01, 3.898798870119016824e-01
2.397029799706888120e+00, 5.708769014435539635e-01, 3.903409321502363527e-01
2.404357107962872497e+00, 5.737377191645023355e-01, 3.907983922570731350e-01
2.411684416218856875e+00, 5.766019626809923970e-01, 3.912522785299499262e-01
2.419011724474841252e+00, 5.794696053711364536e-01, 3.917026022040808186e-01
2.426339032730825629e+00, 5.823406206882505431e-01, 3.921493745523548236e-01
2.433666340986810006e+00, 5.852149821612349090e-01, 3.925926068853365369e-01
2.440993649242794383e+00, 5.880926633949569160e-01, 3.930323105512655846e-01
2.448320957498778760e+00, 5.909736380706319681e-01, 3.934684969360577877e-01
2.455648265754763138e+00, 5.938578799462064239e-01, 3.939011774633034979e-01
2.462975574010747515e+00, 5.967453628567385149e-01, 3.943303635942693730e-01
2.470302882266731892e+00, 5.996360607147808164e-01, 3.947560668278966012e-01
2.477630190522716269e+00, 6.025299475107619429e-01, 3.951782987008024550e-01
2.484957498778700646e+00, 6.054269973133683536e-01, 3.955970707872791814e-01
2.492284807034685024e+00, 6.083271842699262688e-01, 3.960123946992950561e-01
2.499612115290669401e+00, 6.112304826067832542e-01, 3.964242820864928851e-01
2.506939423546653778e+00, 6.141368666296906920e-01, 3.968327446361917255e-01
2.514266731802638155e+00, 6.170463107241856981e-01, 3.972377940733855528e-01
2.521594040058622532e+00, 6.199587893559717067e-01, 3.976394421607440388e-01
2.528921348314606909e+00, 6.228742770713020516e-01, 3.980377006986119404e-01
2.536248656570591287e+00, 6.257927484973606624e-01, 3.984325815250097103e-01
2.543575964826575664e+00, 6.287141783426444253e-01, 3.988240965156333306e-01
2.550903273082560041e+00, 6.316385413973446550e-01, 3.992122575838538134e-01
2.558230581338544418e+00, 6.345658125337297895e-01, 3.995970766807178109e-01
2.565557889594528351e+00, 6.374959667065261959e-01, 3.999785657949474493e-01
2.572885197850512728e+00, 6.404289789533010868e-01, 4.003567369529402176e-01
2.580212506106497106e+00, 6.433648243948433265e-01, 4.007316022187689120e-01
2.587539814362481483e+00, 6.463034782355461250e-01, 4.011031736941819692e-01
2.594867122618465860e+00, 6.492449157637886215e-01, 4.014714635186028002e-01
2.602194430874450237e+00, 6.521891123523178013e-01, 4.018364838691310115e-01
2.609521739130434614e+00, 6.551360434586300796e-01, 4.021982469605407950e-01
2.616849047386418992e+00, 6.580856846253533288e-01, 4.025567650452823720e-01
2.624176355642403369e+00, 6.610380114806294616e-01, 4.029120504134809377e-01
2.631503663898387746e+00, 6.639929997384950155e-01, 4.032641153929374944e-01
2.638830972154372123e+00, 6.669506251992638468e-01, 4.036129723491280741e-01
2.646158280410356500e+00, 6.699108637499088248e-01, 4.039586336852045156e-01
2.653485588666340877e+00, 6.728736913644443041e-01, 4.043011118419937988e-01
2.660812896922325255e+00, 6.758390841043059316e-01, 4.046404192979984327e-01
2.668140205178309632e+00, 6.788070181187355612e-01, 4.049765685693962891e-01
2.675467513434294009e+00, 6.817774696451607275e-01, 4.053095722100407694e-01
2.682794821690278386e+00, 6.847504150095771180e-01, 4.056394428114604156e-01
