# gTb, C(b)/(g^2TC_R), Derivative
2.675467513434294009e+00, 6.533321882538428715e-01, 6.545300484432141630e-01
2.682794821690278386e+00, 6.559658825288660067e-01, 6.571624504331270433e-01
2.690122129946262763e+00, 6.586008812797675693e-01, 6.597961023593968966e-01
2.697449438202247141e+00, 6.612371695498172608e-01, 6.624309895953774951e-01
2.704776746458231518e+00, 6.638747324870156730e-01, 6.650670976222317066e-01
2.712104054714215895e+00, 6.665135553437339100e-01, 6.677044120285322570e-01
2.719431362970200272e+00, 6.691536234763550972e-01, 6.703429185098591647e-01
2.726758671226184649e+00, 6.717949223449147800e-01, 6.729826028684003925e-01
2.734085979482169027e+00, 6.744374375127426546e-01, 6.756234510125490589e-01
2.741413287738153404e+00, 6.770811546461014130e-01, 6.782654489565043132e-01
2.748740595994137781e+00, 6.797260595138291395e-01, 6.809085828198701007e-01
2.756067904250122158e+00, 6.823721379869797099e-01, 6.835528388272523737e-01
2.763395212506106535e+00, 6.850193760384627462e-01, 6.861982033078605214e-01
2.770722520762090912e+00, 6.876677597426859023e-01, 6.888446626951056917e-01
2.778049829018075290e+00, 6.903172752751934871e-01, 6.914922035261993338e-01
2.785377137274059667e+00, 6.929679089123097491e-01, 6.941408124417530745e-01
2.792704445530044044e+00, 6.956196470307770552e-01, 6.967904761853767059e-01
2.800031753786028421e+00, 6.982724761073989539e-01, 6.994411816032783946e-01
2.807359062042012798e+00, 7.009263827186791307e-01, 7.020929156438635577e-01
2.814686370297997176e+00, 7.035813535404629171e-01, 7.047456653573328511e-01
2.822013678553981553e+00, 7.062373753475789107e-01, 7.073994178952832668e-01
2.829340986809965930e+00, 7.088944350134777084e-01, 7.100541605103047882e-01
2.836668295065950307e+00, 7.115525195098741928e-01, 7.127098805555815986e-01
2.843995603321934684e+00, 7.142116159063885972e-01, 7.153665654844901800e-01
2.851322911577919061e+00, 7.168717113701847943e-01, 7.180242028501979679e-01
2.858650219833903439e+00, 7.195327931656149145e-01, 7.206827803052638926e-01
2.865977528089887816e+00, 7.221948486538564138e-01, 7.233422856012352575e-01
2.873304836345872193e+00, 7.248578652925553589e-01, 7.260027065882492803e-01
2.880632144601856570e+00, 7.275218306354652720e-01, 7.286640312146305254e-01
2.887959452857840947e+00, 7.301867323320898606e-01, 7.313262475264900031e-01
2.895286761113825325e+00, 7.328525581273218625e-01, 7.339893436673252669e-01
2.902614069369809258e+00, 7.355192958610851095e-01, 7.366533078776189569e-01
2.909941377625793635e+00, 7.381869334679750372e-01, 7.393181284944373433e-01
2.917268685881778012e+00, 7.408554589768987508e-01, 7.419837939510307567e-01
2.924595994137762389e+00, 7.435248605107164233e-01, 7.446502927764304669e-01
2.931923302393746766e+00, 7.461951262858822487e-01, 7.473176135950502230e-01
2.939250610649731144e+00, 7.488662446120841754e-01, 7.499857451262843533e-01
2.946577918905715521e+00, 7.515382038918859697e-01, 7.526546761841053090e-01
2.953905227161699898e+00, 7.542109926203669490e-01, 7.553243956766657607e-01
2.961232535417684275e+00, 7.568845993847632680e-01, 7.579948926058946990e-01
2.968559843673668652e+00, 7.595590128641086514e-01, 7.606661560670994193e-01
2.975887151929653029e+00, 7.622342218288742366e-01, 7.633381752485617344e-01
2.983214460185637407e+00, 7.649102151406110828e-01, 7.660109394311387376e-01
2.990541768441621784e+00, 7.675869817515895699e-01, 7.686844379878619016e-01
2.997869076697606161e+00, 7.702645107044400197e-01, 7.713586603835355104e-01
3.005196384953590538e+00, 7.729427911317949818e-01, 7.740335961743357585e-01
3.012523693209574915e+00, 7.756218122559279671e-01, 7.767092350074102924e-01
3.019851001465559293e+00, 7.783015633883957340e-01, 7.793855666204776433e-01
3.027178309721543670e+00, 7.809820339296780212e-01, 7.820625808414245483e-01
3.034505617977528047e+00, 7.836632133688197221e-01, 7.847402675879080469e-01
3.041832926233512424e+00, 7.863450912830693973e-01, 7.874186168669501384e-01
3.049160234489496801e+00, 7.890276573375224478e-01, 7.900976187745420987e-01
3.056487542745481178e+00, 7.917109012847598493e-01, 7.927772634952392483e-01
3.063814851001465556e+00, 7.943948129644903267e-01, 7.954575413017624941e-01
3.071142159257449933e+00, 7.970793823031905312e-01, 7.981384425545965389e-01
3.078469467513434310e+00, 7.997645993137455500e-01, 8.008199577015880921e-01
3.085796775769418687e+00, 8.024504540950903042e-01, 8.035020772775475217e-01
3.093124084025403064e+00, 8.051369368318495034e-01, 8.061847919038452881e-01
3.100451392281387442e+00, 8.078240377939797101e-01, 8.088680922880122637e-01
3.107778700537371819e+00, 8.105117473364075176e-01, 8.115519692233384985e-01
3.115106008793356196e+00, 8.132000558986738348e-01, 8.142364135884730958e-01
3.122433317049340573e+00, 8.158889540045695110e-01, 8.169214163470212009e-01
3.129760625305324950e+00, 8.185784322617727371e-01, 8.196069685471460975e-01
3.137087933561309328e+00, 8.212684813614862245e-01, 8.222930613211651973e-01
3.144415241817293705e+00, 8.239590920780714978e-01, 8.249796858851521364e-01
3.151742550073278082e+00, 8.266502552686851857e-01, 8.276668335385329867e-01
3.159069858329262459e+00, 8.293419618729160891e-01, 8.303544956636870200e-01
3.166397166585246836e+00, 8.320342029124198069e-01, 8.330426637255460287e-01
3.173724474841231213e+00, 8.347269694905541382e-01, 8.357313292711920916e-01
3.181051783097215591e+00, 8.374202527920097117e-01, 8.384204839294578937e-01
3.188379091353199968e+00, 8.401140440824430566e-01, 8.411101194105250478e-01
3.195706399609184345e+00, 8.428083347081063437e-01, 8.438002275055231927e-01
3.203033707865168722e+00, 8.455031160954785685e-01, 8.464908000861296467e-01
3.210361016121153099e+00, 8.481983797508974021e-01, 8.491818291041679512e-01
3.217688324377137477e+00, 8.508941172601900416e-01, 8.518733065912074132e-01
3.225015632633121854e+00, 8.535903202883042828e-01, 8.545652246581616485e-01
3.232342940889106231e+00, 8.562869805789398159e-01, 8.572575754948879023e-01
3.239670249145090608e+00, 8.589840899541791863e-01, 8.599503513697861479e-01
3.246997557401074541e+00, 8.616816403141188685e-01, 8.626435446293979625e-01
3.254324865657058918e+00, 8.643796236365016705e-01, 8.653371476980067367e-01
3.261652173913043296e+00, 8.670780319763451427e-01, 8.680311530772348849e-01
3.268979482169027673e+00, 8.697768574655759810e-01, 8.707255533456442764e-01
3.276306790425012050e+00, 8.724760923126588796e-01, 8.734203411583344456e-01
3.283634098680996427e+00, 8.751757288022286030e-01, 8.761155092465430227e-01
3.290961406936980804e+00, 8.778757592947215027e-01, 8.788110504172428339e-01
3.298288715192965181e+00, 8.805761762260049252e-01, 8.815069575527429979e-01
3.305616023448949559e+00, 8.832769721070107272e-01, 8.842032236102869147e-01
3.312943331704933936e+00, 8.859781395233652379e-01, 8.868998416216508085e-01
3.320270639960918313e+00, 8.886796711350202216e-01, 8.895968046927440476e-01
3.327597948216902690e+00, 8.913815596758840609e-01, 8.922941060032082428e-01
3.334925256472887067e+00, 8.940837979534539404e-01, 8.949917388060144585e-01
3.342252564728871445e+00, 8.967863788484455867e-01, 8.976896964270649759e-01
3.349579872984855822e+00, 8.994892953144250081e-01, 9.003879722647901707e-01
3.356907181240840199e+00, 9.021925403774406771e-01, 9.030865597897483887e-01
3.364234489496824576e+00, 9.048961071356524943e-01, 9.057854525442254889e-01
3.371561797752808953e+00, 9.075999887589648596e-01, 9.084846441418336083e-01
3.378889106008793330e+00, 9.103041784886574117e-01, 9.111841282671095943e-01
3.386216414264777708e+00, 9.130086696370154353e-01, 9.138838986751148807e-01
3.393543722520762085e+00, 9.157134555869614889e-01, 9.165839491910344750e-01
3.400871030776746462e+00, 9.184185297916868107e-01, 9.192842737097752792e-01
3.408198339032730839e+00, 9.211238857742825026e-01, 9.219848661955666325e-01
3.415525647288715216e+00, 9.238295171273701589e-01, 9.246857206815581876e-01
3.422852955544699594e+00, 9.265354175127329395e-01, 9.273868312694187876e-01
3.430180263800683971e+00, 9.292415806609477524e-01, 9.300881921289368970e-01
3.437507572056668348e+00, 9.319480003710155502e-01, 9.327897974976183670e-01
3.444834880312652725e+00, 9.346546705099927355e-01, 9.354916416802863122e-01
3.452162188568637102e+00, 9.373615850126221227e-01, 9.381937190486797640e-01
3.459489496824621479e+00, 9.400687378809642336e-01, 9.408960240410525477e-01
3.466816805080605857e+00, 9.427761231840284806e-01, 9.435985511617732691e-01
3.474144113336590234e+00, 9.454837350574047949e-01, 9.463012949809236352e-01
3.481471421592574611e+00, 9.481915677028937006e-01, 9.490042501338975534e-01
3.488798729848558988e+00, 9.508996153881382751e-01, 9.517074113210004516e-01
3.496126038104543365e+00, 9.536078724462552225e-01, 9.544107733070484878e-01
3.503453346360527743e+00, 9.563163332754659463e-01, 9.571143309209673156e-01
3.510780654616512120e+00, 9.590249923387276221e-01, 9.598180790553911823e-01
3.518107962872496497e+00, 9.617338441633646040e-01, 9.625220126662619169e-01
3.525435271128480874e+00, 9.644428833406988311e-01, 9.652261267724291383e-01
3.532762579384465251e+00, 9.671521045256817883e-01, 9.679304164552471335e-01
3.540089887640449628e+00, 9.698615024365262460e-01, 9.706348768581759545e-01
3.547417195896434006e+00, 9.725710718543355560e-01, 9.733395031863794067e-01
3.554744504152418383e+00, 9.752808076227362788e-01, 9.760442907063249240e-01
3.562071812408402760e+00, 9.779907046475089238e-01, 9.787492347453821129e-01
3.569399120664387137e+00, 9.807007578962193550e-01, 9.814543306914212950e-01
3.576726428920371514e+00, 9.834109623978488646e-01, 9.841595739924133834e-01
3.584053737176355448e+00, 9.861213132424269112e-01, 9.868649601560299800e-01
3.591381045432339825e+00, 9.888318055806614160e-01, 9.895704847492392542e-01
3.598708353688324202e+00, 9.915424346235705011e-01, 9.922761433979088164e-01
3.606035661944308579e+00, 9.942531956421117867e-01, 9.949819317864019297e-01
3.613362970200292956e+00, 9.969640839668165722e-01, 9.976878456571782738e-01
3.620690278456277333e+00, 9.996750949874176895e-01, 1.000393880810391822e+00
3.628017586712261711e+00, 1.002386224152484351e+00, 1.003100033103490718e+00
3.635344894968246088e+00, 1.005097466969049558e+00, 1.005806298450817149e+00
3.642672203224230465e+00, 1.007808819002244061e+00, 1.008512672823204115e+00
3.649999511480214842e+00, 1.010520275874925655e+00, 1.011219152247575748e+00
3.657326819736199219e+00, 1.013231833267311810e+00, 1.013925732806548075e+00
3.664654127992183597e+00, 1.015943486916609517e+00, 1.016632410638024675e+00
3.671981436248167974e+00, 1.018655232616648254e+00, 1.019339181934798999e+00
3.679308744504152351e+00, 1.021367066217508945e+00, 1.022046042944150246e+00
3.686636052760136728e+00, 1.024078983625155814e+00, 1.024752989967446570e+00
3.693963361016121105e+00, 1.026790980801068898e+00, 1.027460019359740517e+00
3.701290669272105482e+00, 1.029503053761873899e+00, 1.030167127529369342e+00
3.708617977528089860e+00, 1.032215198578973814e+00, 1.032874310937553775e+00
3.715945285784074237e+00, 1.034927411378178785e+00, 1.035581566097998785e+00
3.723272594040058614e+00, 1.037639688339339727e+00, 1.038288889576490570e+00
3.730599902296042991e+00, 1.040352025695977289e+00, 1.040996277990495988e+00
3.737927210552027368e+00, 1.043064419734914816e+00, 1.043703728008762877e+00
3.745254518808011746e+00, 1.045776866795907756e+00, 1.046411236350917928e+00
3.752581827063996123e+00, 1.048489363271275066e+00, 1.049118799787066347e+00
3.759909135319980500e+00, 1.051201905605532838e+00, 1.051826415137390391e+00
3.767236443575964877e+00, 1.053914490295021711e+00, 1.054534079271749247e+00
3.774563751831949254e+00, 1.056627113887540936e+00, 1.057241789109277796e+00
3.781891060087933631e+00, 1.059339772981977568e+00, 1.059949541617985158e+00
3.789218368343918009e+00, 1.062052464227939419e+00, 1.062657333814353677e+00
3.796545676599902386e+00, 1.064765184325384695e+00, 1.065365162762940354e+00
3.803872984855886763e+00, 1.067477930024254285e+00, 1.068073025575971613e+00
3.811200293111871140e+00, 1.070190698124101614e+00, 1.070780919412946952e+00
3.818527601367855517e+00, 1.072903485473725826e+00, 1.073488841480235045e+00
3.825854909623839895e+00, 1.075616288970800527e+00, 1.076196789030673173e+00
3.833182217879824272e+00, 1.078329105561506518e+00, 1.078904759363167987e+00
3.840509526135808649e+00, 1.081041932240163206e+00, 1.081612749822292940e+00
3.847836834391793026e+00, 1.083754766048858231e+00, 1.084320757797887502e+00
3.855164142647777403e+00, 1.086467604077079541e+00, 1.087028780724657251e+00
3.862491450903761780e+00, 1.089180443461347458e+00, 1.089736816081771753e+00
3.869818759159746158e+00, 1.091893281384843650e+00, 1.092444861392463773e+00
3.877146067415730535e+00, 1.094606115077044972e+00, 1.095152914223630036e+00
3.884473375671714912e+00, 1.097318941813351545e+00, 1.097860972185428441e+00
3.891800683927699289e+00, 1.100031758914721269e+00, 1.100569032930877711e+00
3.899127992183683666e+00, 1.102744563747297457e+00, 1.103277094155456162e+00
3.906455300439668044e+00, 1.105457353722043568e+00, 1.105985153596701576e+00
3.913782608695652421e+00, 1.108170126294371727e+00, 1.108693209033809746e+00
3.921109916951636798e+00, 1.110882878963774356e+00, 1.111401258287233462e+00
3.928437225207620731e+00, 1.113595609273456688e+00, 1.114109299218282390e+00
3.935764533463605108e+00, 1.116308314809966840e+00, 1.116817329728720720e+00
3.943091841719589485e+00, 1.119020993202826331e+00, 1.119525347760367273e+00
3.950419149975573863e+00, 1.121733642124162600e+00, 1.122233351294694703e+00
3.957746458231558240e+00, 1.124446259288339744e+00, 1.124941338352428044e+00
3.965073766487542617e+00, 1.127158842451589038e+00, 1.127649306993144140e+00
3.972401074743526994e+00, 1.129871389411640559e+00, 1.130357255314870191e+00
3.979728382999511371e+00, 1.132583898007355039e+00, 1.133065181453683401e+00
3.987055691255495748e+00, 1.135296366118354161e+00, 1.135773083583309973e+00
3.994382999511480126e+00, 1.138008791664651076e+00, 1.138480959914724533e+00
4.001710307767464947e+00, 1.140721172606283140e+00, 1.141188808695747126e+00
4.009037616023449324e+00, 1.143433506942942435e+00, 1.143896628210645972e+00
4.016364924279433701e+00, 1.146145792713606060e+00, 1.146604416779733793e+00
4.023692232535418078e+00, 1.148858027996168651e+00, 1.149312172758967021e+00
4.031019540791402456e+00, 1.151570210907072900e+00, 1.152019894539545675e+00
4.038346849047386833e+00, 1.154282339600940732e+00, 1.154727580547512567e+00
4.045674157303371210e+00, 1.156994412270204053e+00, 1.157435229243352293e+00
4.053001465559355587e+00, 1.159706427144736596e+00, 1.160142839121589553e+00
4.060328773815339964e+00, 1.162418382491485325e+00, 1.162850408710388361e+00
4.067656082071324342e+00, 1.165130276614100291e+00, 1.165557936571152808e+00
4.074983390327308719e+00, 1.167842107852566480e+00, 1.168265421298123607e+00
4.082310698583293096e+00, 1.170553874582836329e+00, 1.170972861517979080e+00
4.089638006839277473e+00, 1.173265575216458467e+00, 1.173680255889433255e+00
4.096965315095261850e+00, 1.175977208200209567e+00, 1.176387603102835522e+00
4.104292623351246228e+00, 1.178688772015727970e+00, 1.179094901879769175e+00
4.111619931607230605e+00, 1.181400265179140874e+00, 1.181802150972650844e+00
4.118947239863214982e+00, 1.184111686240698402e+00, 1.184509349164329928e+00
4.126274548119199359e+00, 1.186823033784403236e+00, 1.187216495267686467e+00
4.133601856375183736e+00, 1.189534306427643351e+00, 1.189923588125231468e+00
4.140929164631168113e+00, 1.192245502820821867e+00, 1.192630626608705890e+00
4.148256472887152491e+00, 1.194956621646987127e+00, 1.195337609618678520e+00
4.155583781143136868e+00, 1.197667661621467206e+00, 1.198044536084146294e+00
4.162911089399121245e+00, 1.200378621491497766e+00, 1.200751404962133062e+00
4.170238397655105622e+00, 1.203089500035855686e+00, 1.203458215237288353e+00
4.177565705911089999e+00, 1.205800296064487576e+00, 1.206164965921487253e+00
4.184893014167074377e+00, 1.208511008418144517e+00, 1.208871656053428056e+00
4.192220322423058754e+00, 1.211221635968008803e+00, 1.211578284698232588e+00
4.199547630679043131e+00, 1.213932177615329566e+00, 1.214284850947044969e+00
4.206874938935027508e+00, 1.216642632291050186e+00, 1.216991353916630825e+00
4.214202247191011885e+00, 1.219352998955441691e+00, 1.219697792748975385e+00
4.221529555446996262e+00, 1.222063276597734838e+00, 1.222404166610884690e+00
4.228856863702980640e+00, 1.224773464235746845e+00, 1.225110474693581697e+00
4.236184171958965017e+00, 1.227483560915517469e+00, 1.227816716212308146e+00
4.243511480214949394e+00, 1.230193565710937520e+00, 1.230522890405921776e+00
4.250838788470933771e+00, 1.232903477723381158e+00, 1.233228996536497535e+00
4.258166096726918148e+00, 1.235613296081335077e+00, 1.235935033888922563e+00
4.265493404982902526e+00, 1.238323019940033465e+00, 1.238641001770501182e+00
4.272820713238886903e+00, 1.241032648481084300e+00, 1.241346899510547219e+00
4.280148021494871280e+00, 1.243742180912105422e+00, 1.244052726459989877e+00
4.287475329750855657e+00, 1.246451616466351053e+00, 1.246758481990968059e+00
4.294802638006840034e+00, 1.249160954402346313e+00, 1.249464165496430690e+00
4.302129946262824411e+00, 1.251870194003517955e+00, 1.252169776389736144e+00
4.309457254518808789e+00, 1.254579334577823779e+00, 1.254875314104251460e+00
4.316784562774793166e+00, 1.257288375457385365e+00, 1.257580778092951324e+00
4.324111871030777543e+00, 1.259997315998117928e+00, 1.260286167828016834e+00
4.331439179286761920e+00, 1.262706155579363054e+00, 1.262991482800435161e+00
4.338766487542746297e+00, 1.265414893603519442e+00, 1.265696722519597639e+00
4.346093795798730675e+00, 1.268123529495672308e+00, 1.268401886512898979e+00
4.353421104054715052e+00, 1.270832062703227239e+00, 1.271106974325337813e+00
4.360748412310699429e+00, 1.273540492695539150e+00, 1.273811985519114121e+00
4.368075720566683806e+00, 1.276248818963544363e+00, 1.276516919673230221e+00
4.375403028822668183e+00, 1.278957041019393115e+00, 1.279221776383086207e+00
4.382730337078652560e+00, 1.281665158396076976e+00, 1.281926555260083145e+00
4.390057645334636938e+00, 1.284373170647064688e+00, 1.284631255931220739e+00
4.397384953590621315e+00, 1.287081077345929359e+00, 1.287335878038694092e+00
4.404712261846605692e+00, 1.289788878085982304e+00, 1.290040421239497359e+00
4.412039570102590069e+00, 1.292496572479902017e+00, 1.292744885205017402e+00
4.419366878358574446e+00, 1.295204160159368012e+00, 1.295449269620638111e+00
4.426694186614558824e+00, 1.297911640774689124e+00, 1.298153574185336501e+00
4.434021494870543201e+00, 1.300619013994436468e+00, 1.300857798611281479e+00
4.441348803126526690e+00, 1.303326279505073071e+00, 1.303561942623434167e+00
4.448676111382511067e+00, 1.306033437010588827e+00, 1.306266005959147103e+00
4.456003419638495444e+00, 1.308740486232126354e+00, 1.308969988367763015e+00
4.463330727894479821e+00, 1.311447426907615510e+00, 1.311673889610212473e+00
4.470658036150464198e+00, 1.314154258791403684e+00, 1.314377709458616206e+00
4.477985344406448576e+00, 1.316860981653886986e+00, 1.317081447695880314e+00
4.485312652662432953e+00, 1.319567595281142092e+00, 1.319785104115297703e+00
4.492639960918417330e+00, 1.322274099474555653e+00, 1.322488678520147953e+00
4.499967269174401707e+00, 1.324980494050457036e+00, 1.325192170723292762e+00
4.507294577430386084e+00, 1.327686778839748838e+00, 1.327895580546780696e+00
4.514621885686370462e+00, 1.330392953687538515e+00, 1.330598907821439747e+00
4.521949193942354839e+00, 1.333099018452769124e+00, 1.333302152386481421e+00
4.529276502198339216e+00, 1.335804973007850283e+00, 1.336005314089097951e+00
4.536603810454323593e+00, 1.338510817238290240e+00, 1.338708392784061285e+00
4.543931118710307970e+00, 1.341216551042325733e+00, 1.341411388333322074e+00
4.551258426966292348e+00, 1.343922174330553831e+00, 1.344114300605609102e+00
4.558585735222276725e+00, 1.346627687025564013e+00, 1.346817129476028274e+00
4.565913043478261102e+00, 1.349333089061567126e+00, 1.349519874825662269e+00
4.573240351734245479e+00, 1.352038380384028571e+00, 1.352222536541168640e+00
4.580567659990229856e+00, 1.354743560949298598e+00, 1.354925114514379469e+00
4.587894968246214233e+00, 1.357448630724243932e+00, 1.357627608641900352e+00
4.595222276502198611e+00, 1.360153589685877851e+00, 1.360330018824708720e+00
4.602549584758182988e+00, 1.362858437820992696e+00, 1.363032344967754383e+00
4.609876893014167365e+00, 1.365563175125789952e+00, 1.365734586979558518e+00
4.617204201270151742e+00, 1.368267801605511647e+00, 1.368436744771809543e+00
4.624531509526136119e+00, 1.370972317274072871e+00, 1.371138818258968772e+00
4.631858817782120497e+00, 1.373676722153690521e+00, 1.373840807357860516e+00
4.639186126038104874e+00, 1.376381016274517144e+00, 1.376542711987285283e+00
4.646513434294089251e+00, 1.379085199674275231e+00, 1.379244532067705364e+00
4.653840742550073628e+00, 1.381789272397911272e+00, 1.381946267521163563e+00
4.661168050806058005e+00, 1.384493234497249370e+00, 1.384647918271271649e+00
4.668495359062042382e+00, 1.387197086030652393e+00, 1.387349484243205255e+00
4.675822667318026760e+00, 1.389900827062695798e+00, 1.390050965363697655e+00
4.683149975574011137e+00, 1.392604457663841444e+00, 1.392752361561035324e+00
4.690477283829995514e+00, 1.395307977910117847e+00, 1.395453672765051945e+00
4.697804592085979891e+00, 1.398011387882803103e+00, 1.398154898907119525e+00
4.705131900341964268e+00, 1.400714687668135117e+00, 1.400856039920146845e+00
4.712459208597948646e+00, 1.403417877357039822e+00, 1.403557095738572347e+00
4.719786516853933023e+00, 1.406120957044879161e+00, 1.406258066298355702e+00
4.727113825109917400e+00, 1.408823926831238360e+00, 1.408958951536977366e+00
4.734441133365901777e+00, 1.411526786819717882e+00, 1.411659751393427920e+00
4.741768441621886154e+00, 1.414229537117726254e+00, 1.414360465808203182e+00
4.749095749877870531e+00, 1.416932177836282447e+00, 1.417061094723301995e+00
4.756423058133854909e+00, 1.419634709089853786e+00, 1.419761638082214672e+00
4.763750366389839286e+00, 1.422337130996212951e+00, 1.422462095829922335e+00
4.771077674645823663e+00, 1.425039443676305861e+00, 1.425162467912890252e+00
4.778404982901808040e+00, 1.427741647254112456e+00, 1.427862754279057844e+00
4.785732291157792417e+00, 1.430443741856511464e+00, 1.430562954877838022e+00
4.793059599413776795e+00, 1.433145727613144293e+00, 1.433263069660109856e+00
4.800386907669761172e+00, 1.435847604656280030e+00, 1.435963098578210806e+00
4.807714215925745549e+00, 1.438549373120675323e+00, 1.438663041585932945e+00
4.815041524181729926e+00, 1.441251033143442495e+00, 1.441362898638518075e+00
4.822368832437714303e+00, 1.443952584863910094e+00, 1.444062669692648848e+00
4.829696140693698680e+00, 1.446654028423488114e+00, 1.446762354706446541e+00
4.837023448949683058e+00, 1.449355363965530774e+00, 1.449461953639461509e+00
4.844350757205667435e+00, 1.452056591635201510e+00, 1.452161466452671412e+00
4.851678065461651812e+00, 1.454757711579337309e+00, 1.454860893108472775e+00
4.859005373717636189e+00, 1.457458723946317702e+00, 1.457560233570673658e+00
4.866332681973620566e+00, 1.460159628885953076e+00, 1.460259487804494549e+00
4.873659990229604944e+00, 1.462860426549366988e+00, 1.462958655776554373e+00
4.880987298485589321e+00, 1.465561117088882481e+00, 1.465657737454869824e+00
4.888314606741573698e+00, 1.468261700657908397e+00, 1.468356732808848930e+00
4.895641914997558075e+00, 1.470962177410824356e+00, 1.471055641809283943e+00
4.902969223253542452e+00, 1.473662547502868403e+00, 1.473754464428345345e+00
4.910296531509526829e+00, 1.476362811090047966e+00, 1.476453200639579189e+00
4.917623839765511207e+00, 1.479062968329094119e+00, 1.479151850417897096e+00
4.924951148021495584e+00, 1.481763019377436263e+00, 1.481850413739573380e+00
4.932278456277479961e+00, 1.484462964393172157e+00, 1.484548890582238378e+00
4.939605764533464338e+00, 1.487162803535041267e+00, 1.487247280924872239e+00
4.946933072789448715e+00, 1.489862536962395678e+00, 1.489945584747799812e+00
4.954260381045433093e+00, 1.492562164835171901e+00, 1.492643802032685096e+00
4.961587689301417470e+00, 1.495261687313863330e+00, 1.495341932762525028e+00
4.968914997557401847e+00, 1.497961104559492496e+00, 1.498039976921642591e+00
4.976242305813386224e+00, 1.500660416733582192e+00, 1.500737934495683268e+00
4.983569614069370601e+00, 1.503359623998143269e+00, 1.503435805471608155e+00
4.990896922325354979e+00, 1.506058726515661972e+00, 1.506133589837687747e+00
4.998224230581339356e+00, 1.508757724449093729e+00, 1.508831287583496161e+00
5.005551538837323733e+00, 1.511456617961858706e+00, 1.511528898699907364e+00
5.012878847093308110e+00, 1.514155407217832483e+00, 1.514226423179085401e+00
5.020206155349292487e+00, 1.516854092381339836e+00, 1.516923861014483954e+00
5.027533463605276864e+00, 1.519552673617148297e+00, 1.519621212200836124e+00
5.034860771861261242e+00, 1.522251151090459276e+00, 1.522318476734149995e+00
5.042188080117245619e+00, 1.524949524966903391e+00, 1.525015654611703075e+00
5.049515388373229996e+00, 1.527647795412532927e+00, 1.527712745832037200e+00
5.056842696629214373e+00, 1.530345962593813391e+00, 1.530409750394951862e+00
5.064170004885198750e+00, 1.533044026677617966e+00, 1.533106668301499331e+00
5.071497313141183128e+00, 1.535741987831219957e+00, 1.535803499553975771e+00
5.078824621397167505e+00, 1.538439846222286800e+00, 1.538500244155920793e+00
5.086151929653151882e+00, 1.541137602018872066e+00, 1.541196902112107914e+00
5.093479237909136259e+00, 1.543835255389408134e+00, 1.543893473428538110e+00
5.100806546165120636e+00, 1.546532806502699753e+00, 1.546589958112438046e+00
5.108133854421105013e+00, 1.549230255527918043e+00, 1.549286356172250523e+00
5.115461162677089391e+00, 1.551927602634592285e+00, 1.551982667617628930e+00
5.122788470933072880e+00, 1.554624847992602588e+00, 1.554678892459435913e+00
5.130115779189057257e+00, 1.557321991772173897e+00, 1.557375030709729824e+00
5.137443087445041634e+00, 1.560019034143870220e+00, 1.560071082381767393e+00
5.144770395701026011e+00, 1.562715975278583080e+00, 1.562767047489992178e+00
5.152097703957010388e+00, 1.565412815347531295e+00, 1.565462926050030124e+00
5.159425012212994766e+00, 1.568109554522246762e+00, 1.568158718078685343e+00
5.166752320468979143e+00, 1.570806192974573579e+00, 1.570854423593932125e+00
5.174079628724963520e+00, 1.573502730876657152e+00, 1.573550042614910716e+00
5.181406936980947897e+00, 1.576199168400939543e+00, 1.576245575161922208e+00
5.188734245236932274e+00, 1.578895505720150361e+00, 1.578941021256419219e+00
5.196061553492916651e+00, 1.581591743007303208e+00, 1.581636380921005225e+00
5.203388861748901029e+00, 1.584287880435683027e+00, 1.584331654179424564e+00
5.210716170004885406e+00, 1.586983918178845654e+00, 1.587026841056558002e+00
5.218043478260869783e+00, 1.589679856410606718e+00, 1.589721941578418285e+00
5.225370786516854160e+00, 1.592375695305035199e+00, 1.592416955772143261e+00
5.232698094772838537e+00, 1.595071435036447216e+00, 1.595111883665987440e+00
5.240025403028822915e+00, 1.597767075779399804e+00, 1.597806725289322438e+00
5.247352711284807292e+00, 1.600462617708681812e+00, 1.600501480672626320e+00
5.254680019540791669e+00, 1.603158060999308132e+00, 1.603196149847477381e+00
5.262007327796776046e+00, 1.605853405826512814e+00, 1.605890732846553703e+00
5.269334636052760423e+00, 1.608548652365742626e+00, 1.608585229703620501e+00
5.276661944308744800e+00, 1.611243800792647729e+00, 1.611279640453529893e+00
5.283989252564729178e+00, 1.613938851283078346e+00, 1.613973965132211585e+00
5.291316560820713555e+00, 1.616633804013074771e+00, 1.616668203776668200e+00
5.298643869076697932e+00, 1.619328659158860706e+00, 1.619362356424971283e+00
5.305971177332682309e+00, 1.622023416896838821e+00, 1.622056423116252866e+00
5.313298485588666686e+00, 1.624718077403580097e+00, 1.624750403890701245e+00
5.320625793844651064e+00, 1.627412640855820047e+00, 1.627444298789553212e+00
5.327953102100635441e+00, 1.630107107430449620e+00, 1.630138107855092278e+00
5.335280410356619818e+00, 1.632801477304509419e+00, 1.632831831130638900e+00
5.342607718612604195e+00, 1.635495750655181713e+00, 1.635525468660546711e+00
5.349935026868588572e+00, 1.638189927659786216e+00, 1.638219020490195854e+00
5.357262335124572949e+00, 1.640884008495766988e+00, 1.640912486665988101e+00
