0.25 -0.00411298 0.0036
0.5 0.0124447 0.000871438
0.75 0.0356885 0.00171338
1.0 0.0618114 0.000612541
1.5 0.14398 0.00114832
2.0 0.246715 0.00276939
2.5 0.354186 0.00514962
3.0 0.475616 0.00464854
4.0 0.711291 0.0334507
5.0 1.01727 0.0964529
6.0 1.43684 0.100183
