# q/gT, DeltaC(q)/gT, C(q), CMin, CMax, 2pisigma/q^3, bbLnbCoef/q^4
9.133346228248624854e+00, -7.034302278449485780e-03, 5.464494480962687074e-05, 3.673827380364005218e-05, 6.542646737089496262e-05, 2.947881578613619543e-03, -2.026804444140845572e-04
9.643883791544459072e+00, -6.174318056639837606e-03, 4.396049332114961581e-05, 2.862534479383151143e-05, 5.312885297250376920e-05, 2.504055160359293375e-03, -1.630510721644581873e-04
1.018295948281904906e+01, -5.422981379358475518e-03, 3.544696700078777893e-05, 2.222751538667137178e-05, 4.323475574383086467e-05, 2.127050249104954667e-03, -1.311702873497936511e-04
1.075216853189892241e+01, -4.766051998661698791e-03, 2.874911077274666660e-05, 1.743582174873296864e-05, 3.529709842636612194e-05, 1.806806349093474390e-03, -1.055230367701802293e-04
1.135319533907761347e+01, -4.191424335238315424e-03, 2.335913450488843286e-05, 1.359609824684755719e-05, 2.890393127445538279e-05, 1.534777650174548938e-03, -8.489050008335087766e-05
1.198781845958377268e+01, -3.688379531396177372e-03, 1.908842994955057583e-05, 1.069745070605846241e-05, 2.374349813345343757e-05, 1.303704980147513647e-03, -6.829216846835333831e-05
1.265791586667202928e+01, -3.247791858138684984e-03, 1.562423436133754504e-05, 8.389762659980013609e-06, 1.948411005271363794e-05, 1.107422091446360300e-03, -5.493924843805515253e-05
1.336547050891114274e+01, -2.861590760551503947e-03, 1.286427535379344083e-05, 6.617305089190016892e-06, 1.611878769715866314e-05, 9.406911128656313473e-04, -4.419717643520190161e-05
1.411257617811453358e+01, -2.522878760839362099e-03, 1.062432748164947620e-05, 5.216274200632847052e-06, 1.331842204364353313e-05, 7.990627753042605849e-04, -3.555546281356280428e-05
1.490144370527747064e+01, -2.225606142817564831e-03, 8.813615000312162960e-06, 4.139752535788250587e-06, 1.101120292293714109e-05, 6.787576816069622711e-04, -2.860343211607873897e-05
1.573440750285609724e+01, -1.964536956679035270e-03, 7.339984255235154327e-06, 3.280567270323199447e-06, 9.149507714092952604e-06, 5.765654521511557294e-04, -2.301070676844164188e-05
1.661393247274790497e+01, -1.735106737389954801e-03, 6.141429715176739018e-06, 2.613458442409736376e-06, 7.723313076037595371e-06, 4.897590548474417852e-04, -1.851150672529134827e-05
1.754262130041591661e+01, -1.533352396444177595e-03, 5.160930635924508786e-06, 2.088472274125756020e-06, 6.544011743818845678e-06, 4.160220334224522471e-04, -1.489201894965148006e-05
1.852322215674120187e+01, -1.355822368068508848e-03, 4.354308803128094070e-06, 1.671768232672536311e-06, 5.568356690060583328e-06, 3.533866920477133733e-04, -1.198023649224526337e-05
1.955863683039509482e+01, -1.199507498154979337e-03, 3.688730464327042292e-06, 1.343400827944624121e-06, 4.758485099419290307e-06, 3.001815867517117296e-04, -9.637784298782668476e-06
2.065192931479627347e+01, -1.061786194474831748e-03, 3.136718276466941933e-06, 1.081645724192214011e-06, 4.084329640099623737e-06, 2.549869224068266075e-04, -7.753343287504120931e-06
2.180633487506327484e+01, -9.403701928248426245e-04, 2.677936062503681331e-06, 8.744082453529880561e-07, 3.522362518218837869e-06, 2.165966650455595003e-04, -6.237360192993548687e-06
2.302526962179329217e+01, -8.332643364448621059e-04, 2.294165505625896052e-06, 7.089228506565502588e-07, 3.053809451224621246e-06, 1.839863584611907941e-04, -5.017791775045249315e-06
2.431234061999786533e+01, -7.387246000221486765e-04, 1.972229932813288945e-06, 5.760040548239298702e-07, 2.652485086041119974e-06, 1.562857862686367453e-04, -4.036681146936902124e-06
2.567135656310992431e+01, -6.552283683167997976e-04, 1.699986870001589715e-06, 4.689407916355636807e-07, 2.311478344600541301e-06, 1.327557499039151408e-04, -3.247403521818879255e-06
2.710633904364836866e+01, -5.814436945018353368e-04, 1.467920129970939067e-06, 3.837317091251067278e-07, 2.017554099377049520e-06, 1.127683428757699196e-04, -2.612450488323532645e-06
2.862153445389272832e+01, -5.162030312343394598e-04, 1.270200398437183449e-06, 3.145613476119050664e-07, 1.782322196941629917e-06, 9.579019488158663318e-05, -2.101647518728815231e-06
3.022142655178379300e+01, -4.584872894466633501e-04, 1.098812069387763231e-06, 2.583518199358652775e-07, 1.573646956219546846e-06, 8.136823865152235610e-05, -1.690720001286387549e-06
3.191074972923552266e+01, -4.073996161306523236e-04, 9.508854368209932232e-07, 2.128043229803204713e-07, 1.386507673385348714e-06, 6.911761970455894508e-05, -1.360139651048064097e-06
3.369450302212159443e+01, -3.621566832308681285e-04, 8.210389478938512017e-07, 1.755623665710532265e-07, 1.218605033167380076e-06, 5.871142638448470020e-05, -1.094196477799748256e-06
3.557796490339494966e+01, -3.220690765893246404e-04, 7.067962730965821733e-07, 1.449478236161872748e-07, 1.064843274982667926e-06, 4.987196611855257433e-05, -8.802522087396053731e-07
3.756670890311595912e+01, -2.865312574923530400e-04, 6.063080490726062855e-07, 1.205001350178648914e-07, 9.253443536061042862e-07, 4.236335510300829189e-05, -7.081396867124258720e-07
3.966662010161198992e+01, -2.550124525987788665e-04, 5.167666494180178617e-07, 9.981605673985627022e-08, 7.951861558686554657e-07, 3.598522366889320270e-05, -5.696797019290570540e-07
4.188391254457479107e+01, -2.270444718723265353e-04, 4.372942579849365324e-07, 8.325837371151042186e-08, 6.766196804886632967e-07, 3.056736935381015131e-05, -4.582922958274651858e-07
4.422514763163044194e+01, -2.022159496232751440e-04, 3.666197000752409907e-07, 6.948095235929387624e-08, 5.673148110267036640e-07, 2.596521499517442726e-05, -3.686840652801848061e-07
4.669725353279708457e+01, -1.801646331614520521e-04, 3.037563914135200547e-07, 5.801798343762023559e-08, 4.675393235691830546e-07, 2.205595064272656086e-05, -2.965966070760577578e-07
4.930754569028749756e+01, -1.605707225464230456e-04, 2.485373514979875045e-07, 4.844618265272470845e-08, 3.773943519991621032e-07, 1.873525633601723798e-05, -2.386041481401601742e-07
5.206374846632574815e+01, -1.431528831776116245e-04, 2.002643486211600355e-07, 4.051685179240959930e-08, 2.974126057520964234e-07, 1.591451829314042453e-05, -1.919507443828990672e-07
5.497401800103735781e+01, -1.276625409768700290e-04, 1.587568782881433810e-07, 3.405133117132170574e-08, 2.282685868372990277e-07, 1.351846422382828277e-05, -1.544193114677353433e-07
5.804696634805439714e+01, -1.138804252614623977e-04, 1.237456347238890980e-07, 2.861743859389881666e-08, 1.695043144749779681e-07, 1.148315466448612522e-05, -1.242262635179123841e-07
6.129168695925734056e+01, -1.016130056020892180e-04, 9.488623651687070368e-08, 2.404626904775500167e-08, 1.233345308119724020e-07, 9.754276733305382614e-06, -9.993675273475257967e-08
6.471778159406794373e+01, -9.068932382297533671e-05, 7.182468433950527244e-08, 2.023697784928014595e-08, 9.848495893714185202e-08, 8.285694773768037514e-06, -8.039648190599391663e-08
6.833538873292303606e+01, -8.095838809551925608e-05, 5.408933983993355484e-08, 1.697035471969322949e-08, 8.205524344145746253e-08, 7.038219210004198558e-06, -6.467684936708094366e-08
7.215521357901013744e+01, -7.228693898798986637e-05, 4.094914537810764762e-08, 1.435106061198061604e-08, 6.896150405359495732e-08, 5.978560760517215879e-06, -5.203081956923557136e-08
7.618855973704604878e+01, -6.455711579938868566e-05, 3.166609544722364300e-08, 1.211395267350899325e-08, 5.743262909279093706e-08, 5.078442103137455974e-06, -4.185742211531180739e-08
8.044736266284185433e+01, -5.766473736050093394e-05, 2.538994119445932472e-08, 1.019515439365043180e-08, 4.766549581389391407e-08, 4.313843285702079662e-06, -3.367319217042132317e-08
8.494422498263800492e+01, -5.151766891299101208e-05, 2.119070713122209624e-08, 8.625668543684773815e-09, 3.905102924225088961e-08, 3.664360746005197531e-06, -2.708919502549450507e-08
8.969245378672714253e+01, -4.603417837446037783e-05, 1.829724009638773578e-08, 7.267096462834881764e-09, 3.253643255292121717e-08, 3.112662836262128472e-06, -2.179254296460408983e-08
9.470610000772238379e+01, -4.114178800102228088e-05, 1.601105384226934373e-08, 6.155976912070265736e-09, 2.675681940265538673e-08, 2.644027322585463898e-06, -1.753152607219067806e-08
1.000000000000000000e+02, -3.677597276329869718e-05, 1.392266670071122607e-08, 5.211484012347319950e-09, 2.218417170504126098e-08, 2.245948517499415799e-06, -1.410365035962590441e-08
