1.000000000000000021e-03, 4.434245491096984631e-07, 8.257406222495898996e-04
1.856722230234342762e-03, 1.350054426892154879e-06, 1.288837786197550130e-03
2.713444460468685503e-03, 2.648469663363230909e-06, 1.740355289319577264e-03
3.570166690703028244e-03, 4.328749705674776881e-06, 2.180293131615671735e-03
4.426888920937370984e-03, 6.380974000978642492e-06, 2.608651313085832892e-03
5.283611151171713725e-03, 8.795221996426674893e-06, 3.025429833730061170e-03
6.140333381406056466e-03, 1.156157313917072929e-05, 3.430628693548356568e-03
6.997055611640399207e-03, 1.467010687636265071e-05, 3.824247892540719521e-03
7.853777841874742816e-03, 1.811090265515429096e-05, 4.206287430707149159e-03
8.710500072109085556e-03, 2.187403992269749002e-05, 4.576747308047645485e-03
9.567222302343428297e-03, 2.594959812614410475e-05, 4.935627524562208497e-03
1.042394453257777104e-02, 3.032767299035518191e-05, 5.283145311765575537e-03
1.128066676281211378e-02, 3.500010781143603834e-05, 5.623677127153505276e-03
1.213738899304645652e-02, 3.996202661629883363e-05, 5.958939574050029636e-03
1.299411122328079926e-02, 4.520891501981773287e-05, 6.288932652455152088e-03
1.385083345351514200e-02, 5.073625863686680290e-05, 6.613656362368869161e-03
1.470755568374948474e-02, 5.653954308232017156e-05, 6.933110703791180857e-03
1.556427791398382748e-02, 6.261433171366061591e-05, 7.247600327662059687e-03
1.642100014421817022e-02, 6.895661669838117243e-05, 7.557579319749950508e-03
1.727772237445251297e-02, 7.556253724785838956e-05, 7.863052000217595622e-03
1.813444460468685571e-02, 8.242823270475076397e-05, 8.164018369064990691e-03
1.899116683492119845e-02, 8.954984241171691430e-05, 8.460478426292137449e-03
1.984788906515554119e-02, 9.692352903028068987e-05, 8.752587770956998803e-03
2.070461129538988393e-02, 1.045459339365936930e-04, 9.041193199483687701e-03
2.156133352562422667e-02, 1.124141472433058165e-04, 9.326422303841432060e-03
2.241805575585856941e-02, 1.205252763784450616e-04, 9.608275084030235350e-03
2.327477798609291215e-02, 1.288764287700393751e-04, 9.886751540050092366e-03
2.413150021632725489e-02, 1.374647121386158828e-04, 1.016185823837467347e-02
2.498822244656159763e-02, 1.462873520922293859e-04, 1.043393613057421593e-02
2.584494467679594037e-02, 1.553418721584057737e-04, 1.070317747669867134e-02
2.670166690703028312e-02, 1.646258422050654027e-04, 1.096958227674803971e-02
2.755838913726462586e-02, 1.741368321001286290e-04, 1.123315053072231756e-02
2.841511136749896860e-02, 1.838724117115158631e-04, 1.149388223862151184e-02
2.927183359773331134e-02, 1.938301813211260342e-04, 1.175191269537648880e-02
3.012855582796765408e-02, 2.040079754794189208e-04, 1.200753339905676759e-02
3.098527805820199682e-02, 2.144037375687723340e-04, 1.226075423903755929e-02
3.184200028843633956e-02, 2.250154115726054368e-04, 1.251157521531886044e-02
3.269872251867068230e-02, 2.358409414743373655e-04, 1.275999632790067798e-02
3.355544474890502504e-02, 2.468782744846160972e-04, 1.300604458811446297e-02
3.441216697913936778e-02, 2.581254706549868799e-04, 1.324994941629056670e-02
3.526888920937371052e-02, 2.695807297129135249e-04, 1.349176301635926847e-02
3.612561143960805327e-02, 2.812422600567878058e-04, 1.373148538832056828e-02
3.698233366984239601e-02, 2.931082700850020381e-04, 1.396911653217446786e-02
3.783905590007673875e-02, 3.051769682001672767e-04, 1.420465674599023266e-02
3.869577813031108149e-02, 3.174466028398399871e-04, 1.443823876182885775e-02
3.955250036054542423e-02, 3.299155605065123668e-04, 1.466997215386771705e-02
4.040922259077976697e-02, 3.425822574430796791e-04, 1.489985692210680709e-02
4.126594482101410971e-02, 3.554451098924372955e-04, 1.512789306654612267e-02
4.212266705124845245e-02, 3.685025340974809127e-04, 1.535408058718567767e-02
4.297938928148279519e-02, 3.817529549415303244e-04, 1.557846392850774885e-02
