# Parameter : G->GG gs = 1.66238 P = 300 T = 1 z = 0.25 mDSqr= 4.14527 Qs^2 = 20.1586 q0= 0.777193 q3= 7.22437 muSqr= 0.444905
 t Sum LODeriv NLODeriv NLODeriv2 LOSpect NLOSpect NLOSpect2 
0.16 0.0171939 0.0124977 0.00221455 0.00469624 0.177367 0.0365883 0.0833464
0.160889 0.0172489 0.0124982 0.00221109 0.00475069 0.178617 0.0368098 0.0838161
0.161778 0.0172869 0.0124988 0.00220775 0.0047881 0.179867 0.0370309 0.0842911
0.162667 0.0172724 0.0124994 0.00220454 0.00477293 0.181117 0.0372516 0.0847699
0.163556 0.0171708 0.0125002 0.00220144 0.00467061 0.182367 0.0374721 0.0852472
0.164444 0.0172406 0.0125009 0.00219846 0.00473964 0.183617 0.0376922 0.0857143
0.165333 0.0172605 0.0125018 0.0021956 0.00475879 0.184867 0.0379121 0.0861882
0.166222 0.0173393 0.0125026 0.00219286 0.00483664 0.186117 0.0381317 0.0866641
0.167111 0.0172227 0.0125035 0.00219023 0.00471914 0.187367 0.0383509 0.0871478
0.168 0.0171988 0.0125045 0.00218773 0.00469431 0.188618 0.03857 0.0876197
0.168889 0.0173519 0.0125055 0.00218533 0.00484643 0.189868 0.0387887 0.0880891
0.169778 0.0173063 0.0125065 0.00218306 0.00479978 0.191119 0.0390073 0.0885738
0.170667 0.0171296 0.0125075 0.00218089 0.00462205 0.19237 0.0392256 0.0890538
0.171556 0.0173319 0.0125085 0.00217884 0.00482339 0.19362 0.0394437 0.089516
0.172444 0.0171681 0.0125096 0.00217689 0.00465848 0.194871 0.0396615 0.0899983
0.173333 0.0172499 0.0125107 0.00217506 0.00473918 0.196122 0.0398792 0.0904641
0.174222 0.0172809 0.0125117 0.00217333 0.00476918 0.197373 0.0400967 0.0909381
0.175111 0.0172818 0.0125128 0.0021717 0.00476896 0.198625 0.0403141 0.091415
0.176 0.017289 0.0125139 0.00217017 0.00477506 0.199876 0.0405312 0.0918919
0.176889 0.0172895 0.012515 0.00216874 0.00477448 0.201127 0.0407483 0.0923694
0.177778 0.0172899 0.0125161 0.0021674 0.00477388 0.202379 0.0409651 0.0928468
0.178667 0.01732 0.0125171 0.00216616 0.00480292 0.203631 0.0411819 0.0933242
0.179556 0.0172089 0.0125182 0.00216501 0.0046907 0.204882 0.0413985 0.0938045
0.180444 0.0173499 0.0125192 0.00216395 0.00483067 0.206134 0.041615 0.0942736
0.181333 0.0173236 0.0125203 0.00216297 0.00480335 0.207386 0.0418314 0.0947567
0.182222 0.0172809 0.0125213 0.00216207 0.00475961 0.208638 0.0420477 0.095237
0.183111 0.0172322 0.0125223 0.00216125 0.00470993 0.20989 0.0422639 0.0957129
0.184 0.0173097 0.0125233 0.00216051 0.00478643 0.211143 0.04248 0.0961839
0.184889 0.0173259 0.0125242 0.00215984 0.0048017 0.212395 0.0426961 0.0966626
0.185778 0.0171605 0.0125252 0.00215925 0.00463534 0.213648 0.0429121 0.0971428
0.186667 0.017328 0.0125261 0.00215872 0.00480185 0.2149 0.043128 0.0976063
0.187556 0.0172433 0.012527 0.00215825 0.0047163 0.216153 0.0433438 0.0980865
0.188444 0.0172909 0.0125279 0.00215785 0.00476297 0.217406 0.0435597 0.0985581
0.189333 0.0171192 0.0125288 0.00215751 0.0045904 0.218658 0.0437755 0.0990344
0.190222 0.0172878 0.0125296 0.00215723 0.00475818 0.219911 0.0439912 0.0994934
0.191111 0.0172623 0.0125304 0.002157 0.00473188 0.221164 0.0442069 0.0999693
0.192 0.0173384 0.0125312 0.00215682 0.00480716 0.222417 0.0444226 0.100442
0.192889 0.0172686 0.012532 0.00215668 0.00473666 0.223671 0.0446383 0.100923
0.193778 0.0172743 0.0125327 0.0021566 0.00474164 0.224924 0.044854 0.101397
0.194667 0.0173679 0.0125334 0.00215656 0.00483449 0.226177 0.0450696 0.101871
0.195556 0.0172875 0.0125341 0.00215656 0.00475335 0.22743 0.0452853 0.102354
0.196444 0.0173157 0.0125348 0.0021566 0.00478095 0.228684 0.045501 0.10283
0.197333 0.0172236 0.0125354 0.00215667 0.00468815 0.229937 0.0457166 0.103308
0.198222 0.0172844 0.012536 0.00215678 0.00474836 0.231191 0.0459323 0.103777
0.199111 0.0172469 0.0125366 0.00215692 0.00471026 0.232445 0.046148 0.104252
0.2 0.0173346 0.0125372 0.00215709 0.00479743 0.233698 0.0463636 0.104723
0.200889 0.0172806 0.0125377 0.00215728 0.00474288 0.234952 0.0465794 0.105202
0.201778 0.0171697 0.0125382 0.0021575 0.00463147 0.236206 0.0467951 0.105677
0.202667 0.0171903 0.0125387 0.00215775 0.00465152 0.23746 0.0470108 0.10614
0.203556 0.0172968 0.0125392 0.00215802 0.00475756 0.238714 0.0472266 0.106605
0.204444 0.0173124 0.0125397 0.0021583 0.00477278 0.239968 0.0474424 0.107081
0.205333 0.017109 0.0125401 0.0021586 0.00456889 0.241222 0.0476582 0.107558
0.206222 0.0173656 0.0125405 0.00215892 0.00482509 0.242476 0.0478741 0.108015
0.207111 0.0172187 0.0125409 0.00215925 0.0046778 0.24373 0.04809 0.108497
0.208 0.0172255 0.0125412 0.0021596 0.00468422 0.244984 0.0483059 0.108965
0.208889 0.0173727 0.0125416 0.00215995 0.00483113 0.246238 0.0485219 0.109434
0.209778 0.0172144 0.0125419 0.00216032 0.0046725 0.247492 0.0487379 0.109917
0.210667 0.0174053 0.0125422 0.00216069 0.00486309 0.248746 0.0489539 0.110384
0.211556 0.0171544 0.0125425 0.00216107 0.00461194 0.250001 0.04917 0.11087
0.212444 0.0172733 0.0125428 0.00216146 0.00473049 0.251255 0.0493861 0.111331
0.213333 0.0172948 0.012543 0.00216185 0.00475175 0.252509 0.0496022 0.111804
0.214222 0.0172278 0.0125433 0.00216224 0.00468452 0.253763 0.0498184 0.11228
0.215111 0.0172846 0.0125435 0.00216264 0.00474112 0.255018 0.0500346 0.112748
